SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
109,100,0.5,normal,RC,0.00636450752322407,1.36450768418578
109,100,0.5,normal,True,-0.093705644023594,1.31956427293642
109,100,1,chi-square,Naive,-0.139091042742929,0.215922286801815
109,100,1,chi-square,RC,-0.150920918252567,0.341596657494112
109,100,1,chi-square,True,-0.156277712250213,0.570674477385095
109,100,1,normal,Naive,0.155348742398178,0.813573623082358
109,100,1,normal,RC,0.210507329766528,1.40323613900439
109,100,1,normal,True,0.0140702160122547,1.09805222943369
109,300,0.5,chi-square,Naive,-0.148554239362194,0.591471214324658
109,300,0.5,chi-square,RC,-0.167776947264003,0.828023395830793
109,300,0.5,chi-square,True,-0.140664331475147,1.08379660966055
109,300,0.5,normal,Naive,-0.060348351334327,0.54412695363039
109,300,0.5,normal,RC,-0.0819679775295085,0.75501325593264
109,300,0.5,normal,True,-0.0501028677553367,0.872984842635036
109,300,1,chi-square,Naive,0.0389322590786293,0.568823929081774
109,300,1,chi-square,RC,-0.011893281704374,0.927006297881715
109,300,1,chi-square,True,0.0341590537983501,1.23548704071248
109,300,1,normal,Naive,-0.154279343174123,0.544467129692814
109,300,1,normal,RC,-0.181057808152578,1.11443133098632
109,300,1,normal,True,-0.23640400104011,1.28586673655082
110,100,0.5,chi-square,Naive,0.0448421085673909,0.419035514509482
110,100,0.5,chi-square,RC,0.0236957891929682,0.480508089723642
110,100,0.5,chi-square,True,0.0847819551313971,1.06552436731978
110,100,0.5,normal,Naive,0.0629449226436904,0.609865112093798
110,100,0.5,normal,RC,0.0349163336674285,0.869455645123388
110,100,0.5,normal,True,-0.00709018136915421,0.81578737993813
110,100,1,chi-square,Naive,-0.147106543129018,0.437200732842901
110,100,1,chi-square,RC,-0.174208083250637,0.747616197268319
110,100,1,chi-square,True,-0.199851732132694,0.869325510607128
110,100,1,normal,Naive,-0.166152621963268,0.615728207766839
110,100,1,normal,RC,-0.199582677375357,1.27258816155644
110,100,1,normal,True,-0.107163227002688,1.0442093841819
110,300,0.5,chi-square,Naive,0.0985913491255141,0.847852944868753
110,300,0.5,chi-square,RC,0.0285537153762864,1.04166073100671
110,300,0.5,chi-square,True,0.125361585562812,1.40148437732356
110,300,0.5,normal,Naive,-0.0692460092032841,0.682120901981149
110,300,0.5,normal,RC,-0.0960167177672357,1.01021256850753
110,300,0.5,normal,True,-0.101662231808513,1.02871262977124
110,300,1,chi-square,Naive,-0.102393040206095,0.395381423479028
110,300,1,chi-square,RC,-0.164940951058784,0.588149510732967
110,300,1,chi-square,True,-0.0418917676533423,1.01981501532467
110,300,1,normal,Naive,-0.189512548290264,0.629127200924925
110,300,1,normal,RC,-0.153009480038073,1.30887573427824
110,300,1,normal,True,-0.275834379796183,1.25565404474216
111,100,0.5,chi-square,Naive,-0.396316698117065,0.5751234161054
111,100,0.5,chi-square,RC,-0.440689341445162,0.729559922103073
111,100,0.5,chi-square,True,-0.504426775670354,1.31972601852568
111,100,0.5,normal,Naive,0.231117751445345,0.705494088200091
111,100,0.5,normal,RC,0.225813119038379,1.19087904429522
111,100,0.5,normal,True,0.121366853702714,1.22743204697719
111,100,1,chi-square,Naive,0.133762857734921,0.618352924119274
111,100,1,chi-square,RC,-0.0868239440558871,1.11739248335445
111,100,1,chi-square,True,-0.0357151602909845,1.30721254275621
111,100,1,normal,Naive,-0.00622395462106016,0.609167563877943
111,100,1,normal,RC,0.0575887704066932,1.16014754675314
111,100,1,normal,True,0.034788716340639,0.972875566097163
111,300,0.5,chi-square,Naive,-0.142640663044868,0.471660326380439
111,300,0.5,chi-square,RC,-0.15969551501044,0.613701048793079
111,300,0.5,chi-square,True,-0.13256122421987,0.811971031759065
111,300,0.5,normal,Naive,0.0284883072801337,0.487489134874359
111,300,0.5,normal,RC,0.00572144090542473,0.736913579525742
111,300,0.5,normal,True,0.0819301277575949,0.821293588603235
111,300,1,chi-square,Naive,-0.0545492937782207,0.421605095844834
111,300,1,chi-square,RC,-0.0989982532305171,0.652916806496522
111,300,1,chi-square,True,-0.0721877235127522,0.852534320227799
111,300,1,normal,Naive,0.0213195901984702,0.430541109949305
111,300,1,normal,RC,0.0138243933938587,0.914648174971078
111,300,1,normal,True,0.0110533373549922,0.927789465417141
112,100,0.5,chi-square,Naive,0.24311852372802,0.542871478418024
112,100,0.5,chi-square,RC,0.191777543417543,0.748667096914482
112,100,0.5,chi-square,True,0.316682638399933,1.23530280364044
112,100,0.5,normal,Naive,-0.068214502933897,0.461120873933219
112,100,0.5,normal,RC,-0.0580801516177762,0.682643085726987
112,100,0.5,normal,True,-0.147858274960295,1.05826924036489
112,100,1,chi-square,Naive,0.022321183172747,0.423266095716656
112,100,1,chi-square,RC,-0.023642015861054,0.618290761298847
112,100,1,chi-square,True,0.0872976479641286,1.06996741807647
112,100,1,normal,Naive,0.38610833617482,0.371129586783865
112,100,1,normal,RC,0.333051730519635,0.819720670028461
112,100,1,normal,True,0.360600448211086,0.946033411654039
112,300,0.5,chi-square,Naive,-0.00792670742177175,0.486763410314629
112,300,0.5,chi-square,RC,-0.0370601343150495,0.603688570266657
112,300,0.5,chi-square,True,-0.0321333697335582,0.818853037061441
112,300,0.5,normal,Naive,-0.150820124473028,0.445778773825482
112,300,0.5,normal,RC,-0.133057008372025,0.652017794232849
112,300,0.5,normal,True,-0.147121234242803,0.747379997728517
112,300,1,chi-square,Naive,-0.263037389516362,0.49336553039675
112,300,1,chi-square,RC,-0.372649116272639,0.779022809926388
112,300,1,chi-square,True,-0.323555389326481,1.0431471780912
112,300,1,normal,Naive,-0.12010632898957,0.535645913949636
112,300,1,normal,RC,-0.16071428690777,1.09932999055832
112,300,1,normal,True,-0.0817886428592217,1.11949830517357
113,100,0.5,chi-square,Naive,0.106198382090338,0.642172014850403
113,100,0.5,chi-square,RC,0.0243985131916272,0.828003796655992
113,100,0.5,chi-square,True,0.255164662192717,1.40674097702453
113,100,0.5,normal,Naive,-0.0109627183979096,1.05640772943671
113,100,0.5,normal,RC,0.074096056641137,1.62668253456208
113,100,0.5,normal,True,-0.216920712857952,1.78375490051577
113,100,1,chi-square,Naive,-0.469852571040619,0.829065822342613
113,100,1,chi-square,RC,-0.705090158755026,1.51991390576038
113,100,1,chi-square,True,-0.256250038280938,1.03638427500819
113,100,1,normal,Naive,-0.0510343310389106,0.217897598053062
113,100,1,normal,RC,-0.0586701456618597,0.380723798436227
113,100,1,normal,True,-0.0487015029146266,0.60869776368525
113,300,0.5,chi-square,Naive,-0.174603082036841,0.546200382478177
113,300,0.5,chi-square,RC,-0.20827982124237,0.717916854909053
113,300,0.5,chi-square,True,-0.155957565086908,0.914913458050094
113,300,0.5,normal,Naive,0.0577528771429614,0.870649694276131
113,300,0.5,normal,RC,0.0986361321964079,1.36688183186159
113,300,0.5,normal,True,0.0395110064644719,1.23630161520162
113,300,1,chi-square,Naive,-0.156011358974769,0.426056286740714
113,300,1,chi-square,RC,-0.225577597835651,0.597613627635023
113,300,1,chi-square,True,-0.20106194827836,1.06074540488777
113,300,1,normal,Naive,0.0761429999488641,0.263068103167018
113,300,1,normal,RC,0.0828465288359626,0.486321695474641
113,300,1,normal,True,0.107904041552668,0.740080572075692
114,100,0.5,chi-square,Naive,0.0107181188711635,0.636358205948351
114,100,0.5,chi-square,RC,-0.0503236284831627,0.799059101162461
114,100,0.5,chi-square,True,0.0645087665418749,1.04748722618637
114,100,0.5,normal,Naive,0.0607918270034664,0.704063628680085
114,100,0.5,normal,RC,0.183567492927333,1.04803465810422
114,100,0.5,normal,True,0.0107319482145707,1.18162587127398
114,100,1,chi-square,Naive,-0.361396106970017,0.543151775809153
114,100,1,chi-square,RC,-0.373567218534506,0.937200342538003
114,100,1,chi-square,True,-0.20911393899114,1.18201263530204
114,100,1,normal,Naive,0.319403787248983,0.573493782243893
114,100,1,normal,RC,0.317534939917534,1.12328622701393
114,100,1,normal,True,0.279046448066188,0.790437116148962
114,300,0.5,chi-square,Naive,0.0308699238610406,0.706695591369115
114,300,0.5,chi-square,RC,-0.0552678985973978,0.941095353469878
114,300,0.5,chi-square,True,0.0507167506205709,1.27748834927847
114,300,0.5,normal,Naive,-0.126801010335358,0.393189253805115
114,300,0.5,normal,RC,-0.125468793099092,0.590034572369581
114,300,0.5,normal,True,-0.207274344890809,0.778322820668092
114,300,1,chi-square,Naive,0.131119982775674,0.455624355619902
114,300,1,chi-square,RC,0.0636928386043471,0.767730333592907
114,300,1,chi-square,True,0.16349751028992,1.11882080025109
114,300,1,normal,Naive,0.186965771688266,0.206544489596974
114,300,1,normal,RC,0.193467161126836,0.349930299759843
114,300,1,normal,True,0.18064775264431,0.717042842347381
115,100,0.5,chi-square,Naive,-0.170560928076678,0.557787519288204
115,100,0.5,chi-square,RC,-0.210080935116225,0.664071859053667
115,100,0.5,chi-square,True,-0.0175567863264088,1.51675303255451
115,100,0.5,normal,Naive,0.312023335638354,0.275961107910424
115,100,0.5,normal,RC,0.280444067169325,0.417504377152989
115,100,0.5,normal,True,0.264419967494371,0.711358577985686
115,100,1,chi-square,Naive,0.179022718922473,0.359069032720505
115,100,1,chi-square,RC,0.112276792813126,0.476122198818615
115,100,1,chi-square,True,0.0615003114850922,0.666747618098665
115,100,1,normal,Naive,-0.198462037399295,0.412283122184578
115,100,1,normal,RC,-0.180319056517105,0.770860192082487
115,100,1,normal,True,-0.195407214969966,0.890707993615294
115,300,0.5,chi-square,Naive,-0.148133047674728,0.563396770252414
115,300,0.5,chi-square,RC,-0.184390017798645,0.667191436937014
115,300,0.5,chi-square,True,-0.14993098451921,0.779875326678639
115,300,0.5,normal,Naive,-0.0186182447443944,0.705157771505121
115,300,0.5,normal,RC,-0.00931583172829172,1.04059496548892
115,300,0.5,normal,True,0.0167945216761578,0.918554644993539
115,300,1,chi-square,Naive,-0.23320353304411,0.445387690894819
115,300,1,chi-square,RC,-0.299041129507997,0.769796866974085
115,300,1,chi-square,True,-0.247422670154099,0.894345100529034
115,300,1,normal,Naive,-0.0548112676137562,0.408462823174806
115,300,1,normal,RC,-0.0681633498798092,0.819655206064204
115,300,1,normal,True,-0.0173295651139261,0.904798317093536
116,100,0.5,chi-square,Naive,0.244237245949014,0.686232967566246
116,100,0.5,chi-square,RC,0.183810592168493,0.911661485238857
116,100,0.5,chi-square,True,0.278494652015968,0.798792051661376
116,100,0.5,normal,Naive,0.165198025444002,0.519419173229765
116,100,0.5,normal,RC,0.13954349568628,0.781506890021685
116,100,0.5,normal,True,0.0165720324651128,0.96585456197601
116,100,1,chi-square,Naive,-0.116935670099595,0.561285232072791
116,100,1,chi-square,RC,-0.179084658918243,0.84512854953018
116,100,1,chi-square,True,-0.0666320366885137,1.00678409912636
116,100,1,normal,Naive,-0.0482669150400288,-0.134043512055106
116,100,1,normal,RC,-0.0571356924798752,-0.281960934106905
116,100,1,normal,True,-0.0367907619271328,0.215358693432866
116,300,0.5,chi-square,Naive,0.0398581536167696,0.645501950245751
116,300,0.5,chi-square,RC,0.00122958873735444,0.808220425677143
116,300,0.5,chi-square,True,0.0288404215020897,1.12050451592178
116,300,0.5,normal,Naive,-0.0274494808610416,0.584710643814692
116,300,0.5,normal,RC,-0.0372756183563037,0.850021372536452
116,300,0.5,normal,True,0.00117567327571813,0.87842476551131
116,300,1,chi-square,Naive,-0.0565373347371091,0.417185959226624
116,300,1,chi-square,RC,-0.134608387519594,0.67266993984662
116,300,1,chi-square,True,-0.0430149017729889,0.869492410453384
116,300,1,normal,Naive,0.163992943036958,0.493949077595628
116,300,1,normal,RC,0.124668725265466,1.02619655042252
116,300,1,normal,True,0.249693846784955,1.0882373057317
117,100,0.5,chi-square,Naive,-0.223858437308404,0.42867952788291
117,100,0.5,chi-square,RC,-0.239261514697499,0.492087017097167
117,100,0.5,chi-square,True,-0.190267744494523,1.11159455318512
117,100,0.5,normal,Naive,-0.0598082401229896,0.882176865429981
117,100,0.5,normal,RC,-0.235038404079608,1.3725864170218
117,100,0.5,normal,True,-0.000316784768064085,1.33190149526568
117,100,1,chi-square,Naive,-0.233985585580517,0.385677145370426
117,100,1,chi-square,RC,-0.335271516438839,0.619132314182675
117,100,1,chi-square,True,-0.275610828397543,0.83207855163048
117,100,1,normal,Naive,0.189514329143143,0.298387519871633
117,100,1,normal,RC,0.226239520389396,0.739979456652937
117,100,1,normal,True,0.246342189321048,1.08591599170112
117,300,0.5,chi-square,Naive,-0.209831681789666,0.733284122893083
117,300,0.5,chi-square,RC,-0.241874112289812,0.923044565572504
117,300,0.5,chi-square,True,-0.132033119109347,1.27569231730098
117,300,0.5,normal,Naive,-0.0539728164819288,0.858963246969789
117,300,0.5,normal,RC,-0.070117165562641,1.23489617047806
117,300,0.5,normal,True,-0.115218406452531,1.34861538569452
117,300,1,chi-square,Naive,0.194649040078457,0.423410946105562
117,300,1,chi-square,RC,0.108528541231231,0.702501118361605
117,300,1,chi-square,True,0.234155017162991,1.10996784454902
117,300,1,normal,Naive,-0.0523828527381643,0.587376156706739
117,300,1,normal,RC,-0.02608629407748,1.35846502207112
117,300,1,normal,True,-0.0194384397587686,1.0799363973637
118,100,0.5,chi-square,Naive,0.0613283470363226,1.01113495249726
118,100,0.5,chi-square,RC,-0.0235020043424238,1.14264118053896
118,100,0.5,chi-square,True,-0.0232993871762955,1.01723778948443
118,100,0.5,normal,Naive,-0.0600811821687345,0.34900307194119
118,100,0.5,normal,RC,-0.0438809187545104,0.605796245366977
118,100,0.5,normal,True,0.0170802974545385,0.853106688534858
118,100,1,chi-square,Naive,0.10355353361898,0.381502696894934
118,100,1,chi-square,RC,0.0265825941901568,0.541780581152581
118,100,1,chi-square,True,0.101258778344051,1.60559189259061
118,100,1,normal,Naive,-0.154518644199516,0.420092476425261
118,100,1,normal,RC,-0.175326219624027,0.785641439095345
118,100,1,normal,True,-0.279354024556513,0.78191636406679
118,300,0.5,chi-square,Naive,0.157071485259267,0.553641786010444
118,300,0.5,chi-square,RC,0.124668047733463,0.711416308489216
118,300,0.5,chi-square,True,0.167624000267639,0.977149740737348
118,300,0.5,normal,Naive,0.0252967693894261,0.692590757753451
118,300,0.5,normal,RC,0.0303734908389167,1.02743490453369
118,300,0.5,normal,True,0.0573484333335982,1.08817854834349
118,300,1,chi-square,Naive,0.0488385881712902,0.406477776755246
118,300,1,chi-square,RC,-0.0702954639559336,0.651026785959584
118,300,1,chi-square,True,0.0372740770039834,1.01560514959476
118,300,1,normal,Naive,-0.106729169794933,0.615886036413773
118,300,1,normal,RC,-0.0557446435970361,1.24968169159983
118,300,1,normal,True,-0.122517208911603,1.11214824854242
119,100,0.5,chi-square,Naive,-0.197146175618597,0.954669257652809
119,100,0.5,chi-square,RC,-0.313080480922198,1.1943765391616
119,100,0.5,chi-square,True,-0.132326132378406,1.26883589165751
119,100,0.5,normal,Naive,0.233917157696425,0.953894837430289
119,100,0.5,normal,RC,0.210322903275465,1.51750163240449
119,100,0.5,normal,True,0.182697954659819,1.20084627223969
119,100,1,chi-square,Naive,-0.26236697656588,0.254921658734247
119,100,1,chi-square,RC,-0.28434121235514,0.58663386080089
119,100,1,chi-square,True,-0.229851720600807,1.42007020500332
119,100,1,normal,Naive,-0.141369581180707,0.504755226060443
119,100,1,normal,RC,-0.0124905480625939,1.34542165850911
119,100,1,normal,True,-0.168639338224205,0.808385769452463
119,300,0.5,chi-square,Naive,0.0776375833869666,0.568333957451025
119,300,0.5,chi-square,RC,0.0455774931435974,0.714175134860135
119,300,0.5,chi-square,True,0.0956502087965383,0.973233550850488
119,300,0.5,normal,Naive,0.191119225627745,0.617118568815096
119,300,0.5,normal,RC,0.169492969475556,0.877324844307831
119,300,0.5,normal,True,0.212677895529881,1.09227561363166
119,300,1,chi-square,Naive,-0.261465138343982,0.625825505331182
119,300,1,chi-square,RC,-0.354734707517168,0.807273445086415
119,300,1,chi-square,True,-0.301128105360615,1.0649980116131
119,300,1,normal,Naive,-0.100194379378695,0.412905509155023
119,300,1,normal,RC,-0.115055499928953,0.84970368454145
119,300,1,normal,True,-0.152842719821496,0.962694775485724
120,100,0.5,chi-square,Naive,0.0979748187712506,0.643010662275366
120,100,0.5,chi-square,RC,0.0439700825193464,0.764455244241572
120,100,0.5,chi-square,True,0.221654518806867,1.31557431631391
120,100,0.5,normal,Naive,0.0876502498208995,0.554031609768749
120,100,0.5,normal,RC,0.117672499741721,0.920688701718771
120,100,0.5,normal,True,0.0821935292759053,0.681177538204601
120,100,1,chi-square,Naive,0.380286446496247,0.778700907260337
120,100,1,chi-square,RC,0.283137895279441,1.44493620082826
120,100,1,chi-square,True,0.366023694230792,0.649712450919746
120,100,1,normal,Naive,0.0314081266936391,0.4320130823225
120,100,1,normal,RC,0.103107015564536,0.840332575391891
120,100,1,normal,True,0.0119217131334254,0.937172369620937
120,300,0.5,chi-square,Naive,0.0676074260021458,0.66640267062553
120,300,0.5,chi-square,RC,0.0256862614376699,0.824581991384684
120,300,0.5,chi-square,True,0.127255348214298,1.46392840861438
120,300,0.5,normal,Naive,-0.27197400729109,0.64829570348766
120,300,0.5,normal,RC,-0.283442809775692,0.948258662542443
120,300,0.5,normal,True,-0.256807045641092,1.04800557166601
120,300,1,chi-square,Naive,-0.154345473752928,0.650075655386046
120,300,1,chi-square,RC,-0.226801854341257,1.06349333018868
120,300,1,chi-square,True,-0.160327801808578,1.1898270944233
120,300,1,normal,Naive,-0.0946208969271777,0.602805410551323
120,300,1,normal,RC,-0.0983122768492388,1.04927386632965
120,300,1,normal,True,-0.0917706925523203,1.43794445317035
121,100,0.5,chi-square,Naive,-0.380492593932674,0.482879975406052
121,100,0.5,chi-square,RC,-0.41044394530106,0.571876637504416
121,100,0.5,chi-square,True,-0.353637079639631,0.946465826083182
121,100,0.5,normal,Naive,0.174651667398071,0.479277776716699
121,100,0.5,normal,RC,0.1769908076212,0.656964459620888
121,100,0.5,normal,True,0.151752373155223,0.661601773399336
121,100,1,chi-square,Naive,-0.0462960918008583,0.550722443294922
121,100,1,chi-square,RC,-0.157538381843634,0.750165551206839
121,100,1,chi-square,True,-0.0658760949497544,1.13018825133307
121,100,1,normal,Naive,-0.187075824119257,0.795091596880288
121,100,1,normal,RC,-0.501121390855233,1.63435865751947
121,100,1,normal,True,-0.197127881426077,1.2726752950233
121,300,0.5,chi-square,Naive,0.0343102308637535,0.650099032476344
121,300,0.5,chi-square,RC,-0.0205503445895223,0.891614596792816
121,300,0.5,chi-square,True,0.0811313100455922,1.02324949976846
121,300,0.5,normal,Naive,-0.153212453622096,0.613597060835889
121,300,0.5,normal,RC,-0.194592007347724,0.919059283508729
121,300,0.5,normal,True,-0.162424349122969,0.876063351225783
121,300,1,chi-square,Naive,-0.0130394038258656,0.50050108332056
121,300,1,chi-square,RC,-0.111460858782899,0.679847976218662
121,300,1,chi-square,True,0.0478374986793978,1.12527541493896
121,300,1,normal,Naive,0.0835693594196353,1.03590019497976
121,300,1,normal,RC,-0.306112804976673,2.65812931885883
121,300,1,normal,True,0.0858419203493001,1.55660063430885
122,100,0.5,chi-square,Naive,-0.0113906067881088,0.618829396555383
122,100,0.5,chi-square,RC,-0.0540412280606017,0.716722128029426
122,100,0.5,chi-square,True,0.0886460016475811,1.50482470338882
122,100,0.5,normal,Naive,0.200383009528781,0.880005277629993
122,100,0.5,normal,RC,0.197816874779193,1.27400937512699
122,100,0.5,normal,True,0.182341215497619,1.14413007898006
122,100,1,chi-square,Naive,0.160027450015877,0.333615886262131
122,100,1,chi-square,RC,0.108190671425014,0.487603962775626
122,100,1,chi-square,True,0.18057226937095,0.975107217749336
122,100,1,normal,Naive,-0.3333573461028,0.514872974520316
122,100,1,normal,RC,-0.268497869128237,0.929523626112305
122,100,1,normal,True,-0.341934120229252,1.23661331685411
122,300,0.5,chi-square,Naive,0.0251416081526575,0.58133706875659
122,300,0.5,chi-square,RC,-0.0185042883596327,0.739472449554688
122,300,0.5,chi-square,True,0.0829702274297793,1.26999179531552
122,300,0.5,normal,Naive,0.0502144477039693,0.600827513916886
122,300,0.5,normal,RC,0.0802344930113979,0.88940633960735
122,300,0.5,normal,True,0.0515758300635352,1.08474486198941
122,300,1,chi-square,Naive,0.0897148042038884,0.346493777887098
122,300,1,chi-square,RC,0.0118905635256646,0.541911746925345
122,300,1,chi-square,True,0.0792351631433286,0.878680968908452
122,300,1,normal,Naive,0.0670029280413995,0.467999784026747
122,300,1,normal,RC,0.0198454367178656,1.10955271378554
122,300,1,normal,True,0.0856883848695207,1.10231094012801
123,100,0.5,chi-square,Naive,0.292270682860959,0.142985604159016
123,100,0.5,chi-square,RC,0.275334134684514,0.215650646727684
123,100,0.5,chi-square,True,0.272730235512059,0.353398583193105
123,100,0.5,normal,Naive,0.0733296047980157,0.468084506071458
123,100,0.5,normal,RC,0.0853070661740754,0.689132025095495
123,100,0.5,normal,True,0.0838639380697646,0.920523882106081
123,100,1,chi-square,Naive,-0.000139321854144893,0.238192532537773
123,100,1,chi-square,RC,-0.00258567431335243,0.565288666947881
123,100,1,chi-square,True,-0.0157851796257968,0.866145745153008
123,100,1,normal,Naive,-0.136114833060433,0.903498517190482
123,100,1,normal,RC,-0.257217996002582,2.12574132033623
123,100,1,normal,True,-0.0671675070932666,1.45326281248207
123,300,0.5,chi-square,Naive,-0.0591196607053597,0.623787493798977
123,300,0.5,chi-square,RC,-0.115003974765856,0.850637192782881
123,300,0.5,chi-square,True,-0.0678029058601125,1.04233365569533
123,300,0.5,normal,Naive,0.0603518024790234,0.683588751000141
123,300,0.5,normal,RC,0.0288757539030986,1.03600924972956
123,300,0.5,normal,True,0.0936873198083287,0.890226762964564
123,300,1,chi-square,Naive,0.0490906870747376,0.38322338428565
123,300,1,chi-square,RC,-0.0162323767812327,0.57196362655357
123,300,1,chi-square,True,0.0503696034468242,0.894305820795891
123,300,1,normal,Naive,0.206029174666831,0.530517281271173
123,300,1,normal,RC,0.197219127941771,1.30689963942143
123,300,1,normal,True,0.183320321496018,0.861507059423144
124,100,0.5,chi-square,Naive,-0.00765726033326162,0.579417485726787
124,100,0.5,chi-square,RC,-0.0613664487597518,0.69705287440024
124,100,0.5,chi-square,True,0.00424405129337044,1.25684801136356
124,100,0.5,normal,Naive,-0.207965275767967,0.333348407404333
124,100,0.5,normal,RC,-0.207046809829636,0.474186207240745
124,100,0.5,normal,True,-0.220604525547098,0.493972543938054
124,100,1,chi-square,Naive,-0.0849738768401743,0.617059560369748
124,100,1,chi-square,RC,-0.151737336004168,0.779620535536569
124,100,1,chi-square,True,-0.20716696077804,1.30389410310174
124,100,1,normal,Naive,-0.478259873047114,0.532306423402269
124,100,1,normal,RC,-0.528322694993395,0.994261199529687
124,100,1,normal,True,-0.47489913216521,1.41985668630461
124,300,0.5,chi-square,Naive,0.19852281219272,0.74483496147696
124,300,0.5,chi-square,RC,0.163062766413015,0.934462270915207
124,300,0.5,chi-square,True,0.214501810729351,1.44632315566452
124,300,0.5,normal,Naive,0.10444561989097,0.682739086836795
124,300,0.5,normal,RC,0.0960737720284937,0.952145423678783
124,300,0.5,normal,True,0.104149915287925,1.15294958827217
124,300,1,chi-square,Naive,-0.147424378253746,0.586130378903111
124,300,1,chi-square,RC,-0.239496706009338,0.909499895992362
124,300,1,chi-square,True,-0.182909033299368,1.15041778270932
124,300,1,normal,Naive,-0.0655281339083722,0.464137252999015
124,300,1,normal,RC,-0.0782595173383125,1.21566945114996
124,300,1,normal,True,-0.0952696062167741,0.901113225867489
125,100,0.5,chi-square,Naive,0.0205449203487086,0.691727979784022
125,100,0.5,chi-square,RC,-0.0276072452380656,0.84968077176886
125,100,0.5,chi-square,True,0.208320155474842,1.92905670472105
125,100,0.5,normal,Naive,0.14311764417597,0.69562488982511
125,100,0.5,normal,RC,0.160007140802512,1.00231011125244
125,100,0.5,normal,True,0.244349753409275,1.11274339106996
125,100,1,chi-square,Naive,-0.506409782022988,0.253467424121707
125,100,1,chi-square,RC,-0.511686322686333,0.393024612180058
125,100,1,chi-square,True,-0.541944335276666,0.610189105700868
125,100,1,normal,Naive,-0.0205699804425425,0.162337863073069
125,100,1,normal,RC,0.0395052789295653,0.322718037679004
125,100,1,normal,True,0.0218145520480149,0.56855375114917
125,300,0.5,chi-square,Naive,-0.185132487883146,0.652826062095568
125,300,0.5,chi-square,RC,-0.23422689241524,0.801898130309343
125,300,0.5,chi-square,True,-0.187168375133023,1.12060990499841
125,300,0.5,normal,Naive,0.0331986923315577,0.735309875030424
125,300,0.5,normal,RC,0.0161133501973338,1.06935087925434
125,300,0.5,normal,True,0.0368581455157572,1.22973590454686
125,300,1,chi-square,Naive,-0.0364803916101177,0.523300346563763
125,300,1,chi-square,RC,-0.0857849813115174,0.939268719835718
125,300,1,chi-square,True,-0.0259123189314339,0.970716616863121
125,300,1,normal,Naive,0.308325043904414,0.46423785163166
125,300,1,normal,RC,0.32795962722815,0.942906584081724
125,300,1,normal,True,0.278096965644943,1.1533467502658
126,100,0.5,chi-square,Naive,0.156056360028371,0.742905695939611
126,100,0.5,chi-square,RC,0.125385663219746,0.895422303176777
126,100,0.5,chi-square,True,0.150467880188137,0.978221103798328
126,100,0.5,normal,Naive,0.533268366769548,0.733907558245218
126,100,0.5,normal,RC,0.544913459772738,1.08396540632735
126,100,0.5,normal,True,0.485515326707699,0.929454505563785
126,100,1,chi-square,Naive,-0.331220394668095,0.443053477983986
126,100,1,chi-square,RC,-0.477088717204454,0.762245853658573
126,100,1,chi-square,True,-0.3904696373955,0.795414034074849
126,100,1,normal,Naive,-0.164929672962305,0.567967102672837
126,100,1,normal,RC,-0.0659910273496455,1.04944865949621
126,100,1,normal,True,-0.0594511448365676,1.18903467341209
126,300,0.5,chi-square,Naive,-0.102476072356543,0.591177372349218
126,300,0.5,chi-square,RC,-0.143231637455391,0.735028128591445
126,300,0.5,chi-square,True,-0.0615833629441056,1.01647886722068
126,300,0.5,normal,Naive,0.0408795669255083,0.527732409146135
126,300,0.5,normal,RC,0.0162223123744779,0.794356733764099
126,300,0.5,normal,True,0.0577809655200759,1.0002653473858
126,300,1,chi-square,Naive,0.014024118014788,0.416060987660984
126,300,1,chi-square,RC,-0.0206991228976528,0.60752315379131
126,300,1,chi-square,True,0.0126167817612091,0.993692269557753
126,300,1,normal,Naive,0.0363284611789986,0.348920572454936
126,300,1,normal,RC,0.0304444526742735,0.668643744317506
126,300,1,normal,True,0.00867825423572842,0.910198031818697
127,100,0.5,chi-square,Naive,-0.106223122639336,0.523619013601004
127,100,0.5,chi-square,RC,-0.145848490816046,0.620514430750217
127,100,0.5,chi-square,True,-0.056622893909336,0.911131948537708
127,100,0.5,normal,Naive,0.0185435698505615,0.795495432306298
127,100,0.5,normal,RC,0.139064573676662,1.20142511874852
127,100,0.5,normal,True,-0.0808975552559518,1.50560201588205
127,100,1,chi-square,Naive,-0.202117934421186,0.383149610532479
127,100,1,chi-square,RC,-0.267437712086949,0.677393895345054
127,100,1,chi-square,True,-0.188017192758383,0.774050588805212
127,100,1,normal,Naive,-0.100158860837872,0.355211492148898
127,100,1,normal,RC,-0.116970982830518,0.69320806975188
127,100,1,normal,True,-0.128567009510851,0.751830128484239
127,300,0.5,chi-square,Naive,0.181266695602258,0.515185474878189
127,300,0.5,chi-square,RC,0.151996078221702,0.691470393695235
127,300,0.5,chi-square,True,0.18979697161879,0.766606578977021
127,300,0.5,normal,Naive,0.0785985459529758,0.700310205140785
127,300,0.5,normal,RC,0.0864268573842524,0.998398997183071
127,300,0.5,normal,True,0.0863704769454144,0.913105498215333
127,300,1,chi-square,Naive,0.150621654941351,0.325750925997181
127,300,1,chi-square,RC,0.08995437615203,0.466826621529876
127,300,1,chi-square,True,0.164892855050126,0.687807541467998
127,300,1,normal,Naive,0.300301033158972,0.596760921718186
127,300,1,normal,RC,0.225292385154671,1.31037133933674
