SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
150,200,0.5,normal,True,0.00716863152834477,1.00419135910861
151,200,0.5,normal,CS,-0.163016092419307,1.01437212676851
151,200,0.5,normal,Naive,0.0657849756515638,0.723788365762361
151,200,0.5,normal,True,0.012343477138227,0.965677759826991
152,200,0.5,normal,CS,-0.357856030651826,1.68623179011321
152,200,0.5,normal,Naive,0.193770935937014,0.712090096031514
152,200,0.5,normal,True,0.0578361346591903,0.971997515090109
153,200,0.5,normal,CS,0.034775068554318,1.16942032105018
153,200,0.5,normal,Naive,0.34220695407351,0.66649898163758
153,200,0.5,normal,True,0.166620018305886,0.985490965330244
154,200,0.5,normal,CS,0.0542372924728822,1.15098134291341
154,200,0.5,normal,Naive,0.226279360792468,0.595696721692524
154,200,0.5,normal,True,-0.0909818253133556,1.03020778378986
155,200,0.5,normal,CS,0.0160731730333266,0.829119903819788
155,200,0.5,normal,Naive,0.117978431476858,0.552190524529908
155,200,0.5,normal,True,-0.123791304366429,0.970788738877621
156,200,0.5,normal,CS,-0.0352009654178272,0.865112975052242
156,200,0.5,normal,Naive,0.113784538227961,0.572374190067503
156,200,0.5,normal,True,-0.0117049456191143,0.957810262482369
157,200,0.5,normal,CS,-0.165814913724254,1.04126779431316
157,200,0.5,normal,Naive,0.0988689789792267,0.690692439129409
157,200,0.5,normal,True,-0.0301159953177399,1.01002201992697
158,200,0.5,normal,CS,-0.137230542424562,1.06871388095406
158,200,0.5,normal,Naive,0.197668804570507,0.603743180719793
158,200,0.5,normal,True,0.0707829697731373,0.936879819011011
159,200,0.5,normal,CS,-0.0877467265278771,0.966826799932266
159,200,0.5,normal,Naive,0.101412385646557,0.686866035793552
159,200,0.5,normal,True,-0.000717327343304478,0.973259322765318
160,200,0.5,normal,CS,0.00627166671468756,1.00735371296802
160,200,0.5,normal,Naive,0.153524330750892,0.676894527056358
160,200,0.5,normal,True,-0.0417430617121344,1.00458733500692
161,200,0.5,normal,CS,-0.128721918766552,1.17833171425201
161,200,0.5,normal,Naive,0.0580888421116321,0.732731877907531
161,200,0.5,normal,True,-0.110501652064159,1.05388404182533
162,200,0.5,normal,CS,0.0143859887863912,0.778058074629843
162,200,0.5,normal,Naive,0.110208236375368,0.512390031440391
162,200,0.5,normal,True,0.0305929093062888,0.953735052616648
163,200,0.5,normal,CS,-0.0263959927616463,1.12043340523309
163,200,0.5,normal,Naive,0.199659076007093,0.743060636418204
163,200,0.5,normal,True,0.121948743803671,0.954170450517087
164,200,0.5,normal,CS,-0.0503257222637616,1.16506105428739
164,200,0.5,normal,Naive,0.273774179740868,0.685849132174784
164,200,0.5,normal,True,0.158329156538083,0.983935517274714
165,200,0.5,normal,CS,0.1233290901202,0.939172365215853
165,200,0.5,normal,Naive,0.221283622337368,0.578171771668106
165,200,0.5,normal,True,0.0543113760268872,0.890967838614697
166,200,0.5,normal,CS,-0.648616093585385,1.48936143842643
166,200,0.5,normal,Naive,-0.0601800262904158,0.809077303967974
166,200,0.5,normal,True,-0.10233701410542,1.07844059781548
167,200,0.5,normal,CS,0.0550300171197492,0.926961702602363
167,200,0.5,normal,Naive,0.248716495390571,0.5523203183662
167,200,0.5,normal,True,0.0335669311335666,0.917716541568979
168,200,0.5,normal,CS,-0.175327030445381,1.18256773375624
168,200,0.5,normal,Naive,0.120512360125023,0.683431941195359
168,200,0.5,normal,True,0.0146849882559312,1.01750391132909
169,200,0.5,normal,CS,-0.0628753183029264,1.12953302146071
169,200,0.5,normal,Naive,0.117925184847006,0.750372075514855
169,200,0.5,normal,True,-0.153286047973365,1.08330009590823
170,200,0.5,normal,CS,0.106146420846818,0.925281076110608
170,200,0.5,normal,Naive,0.235579768915227,0.615827207394834
170,200,0.5,normal,True,0.0146404874161923,0.985508433590975
171,200,0.5,normal,CS,0.0142922158736484,1.15625515749967
171,200,0.5,normal,Naive,0.170508300843855,0.712937776308878
171,200,0.5,normal,True,-0.00171171911231019,1.06757393537244
172,200,0.5,normal,CS,0.177076965701263,0.821673998330388
172,200,0.5,normal,Naive,0.319919841530621,0.617948389111879
172,200,0.5,normal,True,0.148642441179649,0.928080728000304
173,200,0.5,normal,CS,-0.0839315516524031,1.02252393735641
173,200,0.5,normal,Naive,0.139977782346725,0.68388402374493
173,200,0.5,normal,True,-0.0467493711092696,1.04818740743939
174,200,0.5,normal,CS,-0.115865658009249,1.12754486811033
174,200,0.5,normal,Naive,0.0945028430366595,0.590196534193999
174,200,0.5,normal,True,-0.0699229977577276,1.00614003265136
175,200,0.5,normal,CS,-0.130948172917702,1.09662802383338
175,200,0.5,normal,Naive,0.208703075140033,0.629895225372623
175,200,0.5,normal,True,0.110657440830732,0.935521119113912
176,200,0.5,normal,CS,0.0834168448132753,0.973843600470498
176,200,0.5,normal,Naive,0.15924686201724,0.698145804256027
176,200,0.5,normal,True,-0.0534296269793413,1.02071169510577
177,200,0.5,normal,CS,0.151663416637687,0.922007040724681
177,200,0.5,normal,Naive,0.281466338609941,0.594798131739882
177,200,0.5,normal,True,0.0498783129574909,0.969913710179048
178,200,0.5,normal,CS,0.184636772060455,0.753599326867174
178,200,0.5,normal,Naive,0.230905076576398,0.528675708249122
178,200,0.5,normal,True,-0.00317435643824084,0.96604489258117
179,200,0.5,normal,CS,-0.0242261464948843,0.902805869732119
179,200,0.5,normal,Naive,0.0969392490366335,0.574832208668701
179,200,0.5,normal,True,-0.113986180501983,1.0473306237048
180,200,0.5,normal,CS,-0.0185783938134021,0.931513953656364
180,200,0.5,normal,Naive,0.168570778572688,0.591267882222085
180,200,0.5,normal,True,-0.00936477264435704,0.976076838611258
181,200,0.5,normal,CS,0.00260967934157908,0.956166518593901
181,200,0.5,normal,Naive,0.200038044899526,0.597982212487433
181,200,0.5,normal,True,0.0409763727161843,0.963802854229954
182,200,0.5,normal,CS,-0.164625483235225,1.14321581005679
182,200,0.5,normal,Naive,0.0180614839401282,0.775225135026576
182,200,0.5,normal,True,-0.178438341896205,1.00495451542611
183,200,0.5,normal,CS,-0.227671992430986,1.17669018497326
183,200,0.5,normal,Naive,0.0437060553426362,0.595402905208719
183,200,0.5,normal,True,-0.136683496221343,0.94261235643248
184,200,0.5,normal,CS,0.0570325729613717,1.02977922010225
184,200,0.5,normal,Naive,0.219249688465458,0.675937344695908
184,200,0.5,normal,True,0.00160782984511748,1.01754154357348
185,200,0.5,normal,CS,-0.535679054295964,1.54448815526138
185,200,0.5,normal,Naive,0.0632642996009475,0.700278352613945
185,200,0.5,normal,True,-0.0263470034432362,0.988347511463119
186,200,0.5,normal,CS,0.0387587821348578,0.915593455165888
186,200,0.5,normal,Naive,0.226844566958952,0.596539936419523
186,200,0.5,normal,True,0.114565521894279,0.951226616785698
187,200,0.5,normal,CS,0.0829163964407786,0.788813363697006
187,200,0.5,normal,Naive,0.114344760395773,0.64105218516888
187,200,0.5,normal,True,0.000905672144214657,0.986312001572952
188,200,0.5,normal,CS,-0.0435971543335842,1.11572949727525
188,200,0.5,normal,Naive,0.176560759465029,0.668461950287415
188,200,0.5,normal,True,0.0363448848783713,1.01756911765859
189,200,0.5,normal,CS,-0.530520927464792,1.61670953592966
189,200,0.5,normal,Naive,0.0563462563241625,0.777060953466835
189,200,0.5,normal,True,-0.0858107987011876,1.08444672553631
190,200,0.5,normal,CS,-0.0755205519993016,1.08054324613892
190,200,0.5,normal,Naive,0.182530999434883,0.663377533721627
190,200,0.5,normal,True,-0.0284730396867979,1.01333216270051
191,200,0.5,normal,CS,0.185802692092571,0.769623280430885
191,200,0.5,normal,Naive,0.171652433927879,0.726878243673219
191,200,0.5,normal,True,0.0314316867667252,0.985969213540904
192,200,0.5,normal,CS,0.00413235698469249,1.06833423470868
192,200,0.5,normal,Naive,0.163338263895316,0.667882293071345
192,200,0.5,normal,True,-0.0300079835620948,0.941486047199241
193,200,0.5,normal,CS,0.0300820390541527,0.779404376885631
193,200,0.5,normal,Naive,0.153457978433327,0.539062455675926
193,200,0.5,normal,True,-0.0224744284803122,0.967492804632676
194,200,0.5,normal,CS,-2.59996362714495e+53,2.77468222811808e+53
194,200,0.5,normal,Naive,0.0405920579303151,0.819562699610265
194,200,0.5,normal,True,-0.106533515722614,1.02720567887651
195,200,0.5,normal,CS,7.01515641259328e+51,7.2591362554385e+51
195,200,0.5,normal,Naive,0.208171072564766,0.643415745389803
195,200,0.5,normal,True,0.000698912523576853,1.017888902037
196,200,0.5,normal,CS,0.0418432798191381,0.9252356684842
196,200,0.5,normal,Naive,0.147966197495978,0.561068686068893
196,200,0.5,normal,True,0.00713513963218461,0.98801369691979
197,200,0.5,normal,CS,-0.0763991305883422,1.14910133869343
197,200,0.5,normal,Naive,0.165162171860569,0.692195375547632
197,200,0.5,normal,True,-0.017212261990984,1.0278936894616
198,200,0.5,normal,CS,-0.289114591573662,1.42459396048789
198,200,0.5,normal,Naive,0.13314885390834,0.77361872237312
198,200,0.5,normal,True,0.0113936160758623,0.997456947534997
199,200,0.5,normal,CS,-0.0808592608524294,1.14628637595798
199,200,0.5,normal,Naive,0.212631014877943,0.729110463130159
199,200,0.5,normal,True,0.0887131017155198,0.979900756527622
200,200,0.5,normal,CS,0.0608047185179697,0.870503016331912
200,200,0.5,normal,Naive,0.193141175419873,0.586916486055458
200,200,0.5,normal,True,0.0317119570360913,0.990703896181949
