SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
58,200,0.5,normal,Naive,0.0395101243779175,0.710330213394626
58,200,0.5,normal,True,-0.0599847118142339,1.09840269628028
59,200,0.5,normal,CS,-0.0978424993889639,1.07220181606355
59,200,0.5,normal,Naive,0.132992108805356,0.582010298395657
59,200,0.5,normal,True,0.0140171646474896,0.964624987324667
60,200,0.5,normal,CS,-0.063669555972909,0.960152948561838
60,200,0.5,normal,Naive,0.177183844906186,0.584089864398171
60,200,0.5,normal,True,-0.104935869982764,1.06170690154833
61,200,0.5,normal,CS,-0.1619075405009,1.08834780514168
61,200,0.5,normal,Naive,0.0101105876945358,0.695215609283124
61,200,0.5,normal,True,-0.152651980323439,1.07150432036775
62,200,0.5,normal,CS,0.069725941426102,0.868761126434927
62,200,0.5,normal,Naive,0.136028197044809,0.577021226372532
62,200,0.5,normal,True,0.0498913924772675,0.981252437589646
63,200,0.5,normal,CS,3.1271990271087e+51,3.85376753671319e+51
63,200,0.5,normal,Naive,0.118998441811944,0.633406980995505
63,200,0.5,normal,True,0.0254908844927445,0.90789109380342
64,200,0.5,normal,CS,-0.165009717302103,1.29729817941404
64,200,0.5,normal,Naive,0.136091299599495,0.748631079919379
64,200,0.5,normal,True,-0.125458580263108,1.0824236613125
65,200,0.5,normal,CS,-0.0441805211018309,1.13244621438611
65,200,0.5,normal,Naive,0.117917151798604,0.804174919829085
65,200,0.5,normal,True,0.0236926314507365,0.979803877942847
66,200,0.5,normal,CS,0.0776364442805394,0.885879316121385
66,200,0.5,normal,Naive,0.26518711979162,0.541363170421587
66,200,0.5,normal,True,0.078771979892166,1.00202851983483
67,200,0.5,normal,CS,-0.100210959180249,1.46224581216248
67,200,0.5,normal,Naive,0.191780458123016,0.756757308770181
67,200,0.5,normal,True,-0.00440875799339459,1.12028860915097
68,200,0.5,normal,CS,0.0762038218812208,0.871397046685922
68,200,0.5,normal,Naive,0.205073284541442,0.571845635622403
68,200,0.5,normal,True,0.00635428590200461,0.925913805800513
69,200,0.5,normal,CS,0.210419372310258,0.788736344564556
69,200,0.5,normal,Naive,0.28518939533749,0.583053812324472
69,200,0.5,normal,True,0.100105942522429,1.01389291192897
70,200,0.5,normal,CS,-0.123222989108865,1.01805733362437
70,200,0.5,normal,Naive,0.0819354481977705,0.644286507921484
70,200,0.5,normal,True,-0.0176704137961951,0.935699341757873
71,200,0.5,normal,CS,-0.106421494839708,1.30564604551283
71,200,0.5,normal,Naive,0.144948775898039,0.64316901827364
71,200,0.5,normal,True,-0.0263583871463235,0.956236281900454
72,200,0.5,normal,CS,0.0737965456237761,0.757785144069497
72,200,0.5,normal,Naive,0.17317797074078,0.582914943694362
72,200,0.5,normal,True,0.0301071797611582,0.953047700456391
73,200,0.5,normal,CS,-0.247917782174001,1.20877507385954
73,200,0.5,normal,Naive,0.0776519781990301,0.643356940798363
73,200,0.5,normal,True,-0.122599502460547,1.08369965421298
74,200,0.5,normal,CS,0.0754688500952136,1.07768231751212
74,200,0.5,normal,Naive,0.304940151520726,0.708566848713964
74,200,0.5,normal,True,0.0647666016706299,1.05376190751831
75,200,0.5,normal,CS,-0.377001379675188,1.55996271301223
75,200,0.5,normal,Naive,0.15391461212278,0.83041493832205
75,200,0.5,normal,True,0.0357940774224657,1.01749903114721
76,200,0.5,normal,CS,-0.13177451472022,1.20846030368962
76,200,0.5,normal,Naive,0.229703345281679,0.676479809293033
76,200,0.5,normal,True,0.0259424784701311,0.992552504867525
77,200,0.5,normal,CS,0.076031275465372,0.911733618007443
77,200,0.5,normal,Naive,0.231105945694864,0.640119738934322
77,200,0.5,normal,True,0.0611534412782827,1.00337140144893
78,200,0.5,normal,CS,-0.115664694957857,1.30050204171319
78,200,0.5,normal,Naive,0.158708180666324,0.789382928589778
78,200,0.5,normal,True,0.0599538020567977,1.05724903254466
79,200,0.5,normal,CS,-0.20180943043909,1.37043230905119
79,200,0.5,normal,Naive,0.14109551239561,0.569680402154335
79,200,0.5,normal,True,-0.0337397583836952,0.998703051662829
80,200,0.5,normal,CS,0.171724838380376,0.65276525045856
80,200,0.5,normal,Naive,0.251617325657239,0.493127593847713
80,200,0.5,normal,True,0.116247445130843,0.831543215579829
81,200,0.5,normal,CS,-1.10910063542023e+52,9.73588381972124e+52
81,200,0.5,normal,Naive,-0.0387745699261346,0.671863433965496
81,200,0.5,normal,True,-0.11883142004252,1.01164628707495
82,200,0.5,normal,CS,-0.14052804429786,1.13602185344469
82,200,0.5,normal,Naive,0.0641341442916987,0.661601546701226
82,200,0.5,normal,True,-0.040478882345439,0.988072101458969
83,200,0.5,normal,CS,-0.178921857809455,1.07992143030473
83,200,0.5,normal,Naive,0.0796177410862167,0.643032021277241
83,200,0.5,normal,True,0.0219814046741533,0.852329084958886
84,200,0.5,normal,CS,-0.00537951636979082,1.11472756604087
84,200,0.5,normal,Naive,0.228785777522263,0.635895897442228
84,200,0.5,normal,True,0.0105897743911198,0.994828463983847
85,200,0.5,normal,CS,-0.202974375562953,1.22412429028038
85,200,0.5,normal,Naive,0.121580697376297,0.699067392143696
85,200,0.5,normal,True,0.0177189116821279,0.966496237391131
86,200,0.5,normal,CS,0.0254586443050268,1.08024398053925
86,200,0.5,normal,Naive,0.282813924336827,0.654408204699454
86,200,0.5,normal,True,0.136742603396321,0.897307718058631
87,200,0.5,normal,CS,-0.0341913573206757,1.21786911183549
87,200,0.5,normal,Naive,0.242603077810558,0.666264226263359
87,200,0.5,normal,True,0.0716883361136354,0.917685059041931
88,200,0.5,normal,CS,0.0936869870889683,0.869112460034783
88,200,0.5,normal,Naive,0.222006385814507,0.650590544229514
88,200,0.5,normal,True,0.126813538024215,0.945767831844588
89,200,0.5,normal,CS,0.146756353681728,0.852655657381296
89,200,0.5,normal,Naive,0.252679759934098,0.577235171665699
89,200,0.5,normal,True,0.0459061915331609,0.983234630546897
90,200,0.5,normal,CS,0.00946291204112433,0.897313879760146
90,200,0.5,normal,Naive,0.113213704248936,0.70394370548232
90,200,0.5,normal,True,-0.115125239286225,1.0743864395985
91,200,0.5,normal,CS,-0.394827229959905,1.43084151692259
91,200,0.5,normal,Naive,0.181678277446498,0.693424430144289
91,200,0.5,normal,True,-0.00347386341473358,0.989541656586571
92,200,0.5,normal,CS,-0.104435390015586,1.19283856240646
92,200,0.5,normal,Naive,0.254639800785105,0.697162299452999
92,200,0.5,normal,True,0.111927197211067,0.982955084937681
93,200,0.5,normal,CS,-9.45998130992361e+53,2.29905632230655e+54
93,200,0.5,normal,Naive,0.203079906715835,0.58592666036036
93,200,0.5,normal,True,0.0509831577152358,0.927162403691175
94,200,0.5,normal,CS,-0.105149741023064,1.01177792507747
94,200,0.5,normal,Naive,0.0549611001499631,0.648726792025558
94,200,0.5,normal,True,-0.138503080250506,1.13108958089938
95,200,0.5,normal,CS,-0.0377967212707508,1.1941734269142
95,200,0.5,normal,Naive,0.202788617489609,0.693053728215634
95,200,0.5,normal,True,0.0207144175438567,1.01682521066862
96,200,0.5,normal,CS,0.0588943149675488,0.895123500234364
96,200,0.5,normal,Naive,0.190127178268284,0.607454783048321
96,200,0.5,normal,True,0.0363815726448267,1.00463389523814
97,200,0.5,normal,CS,-0.284032900876489,1.3502050793763
97,200,0.5,normal,Naive,0.164877184317912,0.639630825684466
97,200,0.5,normal,True,-0.002558136373406,0.996554359941105
98,200,0.5,normal,CS,-0.0496313312377163,0.881290987497466
98,200,0.5,normal,Naive,0.0752212268935033,0.633533970062502
98,200,0.5,normal,True,-0.00495346365734454,0.95800649774356
99,200,0.5,normal,CS,-0.237156523425466,1.15891242447972
99,200,0.5,normal,Naive,0.114768395015911,0.600654940708695
99,200,0.5,normal,True,0.0252262483255853,0.888412426198339
100,200,0.5,normal,CS,-0.139385452406632,1.26886755604786
100,200,0.5,normal,Naive,0.0630971910275523,0.710076849167572
100,200,0.5,normal,True,-0.0304950929699646,0.962410142306473
101,200,0.5,normal,CS,0.101946549580673,0.854149450839685
101,200,0.5,normal,Naive,0.222433966286782,0.659317009802486
101,200,0.5,normal,True,-0.051294998145602,1.08364499319048
102,200,0.5,normal,CS,0.0639276862099841,0.877220815168291
102,200,0.5,normal,Naive,0.180548605097591,0.572336193425566
102,200,0.5,normal,True,-0.0136143294897558,0.941670683475389
103,200,0.5,normal,CS,-0.397229405309185,1.74433331776834
103,200,0.5,normal,Naive,0.133186543557326,0.828308916198445
103,200,0.5,normal,True,-0.0231318176449622,1.05294831834531
104,200,0.5,normal,CS,-0.704966302063532,1.62733087242929
104,200,0.5,normal,Naive,-0.076290328761379,0.772434197292285
104,200,0.5,normal,True,-0.140892357067867,1.10065320043984
105,200,0.5,normal,CS,0.0823482791697364,0.931725913803934
105,200,0.5,normal,Naive,0.219472175597029,0.592278608972826
105,200,0.5,normal,True,0.100850961346374,0.893890397549619
106,200,0.5,normal,CS,-0.00331035835685588,0.923464580181757
106,200,0.5,normal,Naive,0.144024178845612,0.655948901898371
106,200,0.5,normal,True,-0.0180455853719037,1.00867965115293
107,200,0.5,normal,CS,0.0621499711040362,0.923339112743482
107,200,0.5,normal,Naive,0.191609945583559,0.623583193584636
107,200,0.5,normal,True,0.0427898821204652,0.922372503110969
108,200,0.5,normal,CS,-0.239237313420673,1.1909032700004
108,200,0.5,normal,Naive,0.0915560976969534,0.786725607342536
108,200,0.5,normal,True,-0.00194236231225133,1.0197130123222
109,200,0.5,normal,CS,-0.141654315857847,1.1701403017365
109,200,0.5,normal,Naive,0.0687110248484518,0.643763031869644
109,200,0.5,normal,True,0.0208786852325337,0.909388048701618
110,200,0.5,normal,CS,0.176092410413691,0.876675717118744
110,200,0.5,normal,Naive,0.319356255443539,0.553307204337308
110,200,0.5,normal,True,0.0568635691037838,0.93562634316029
111,200,0.5,normal,CS,0.192261510476305,0.867814051274148
111,200,0.5,normal,Naive,0.306225866788086,0.632148167110146
111,200,0.5,normal,True,0.0284547426352135,1.01801647145779
112,200,0.5,normal,CS,0.0683054399657262,0.921527522421503
112,200,0.5,normal,Naive,0.208783912856227,0.701515419685095
112,200,0.5,normal,True,0.11028740364665,0.974544681414565
113,200,0.5,normal,CS,0.0168010925079753,1.03922572650592
113,200,0.5,normal,Naive,0.153027545955301,0.618881816261652
113,200,0.5,normal,True,0.00374086883360236,0.982443150480611
114,200,0.5,normal,CS,0.035472972619055,0.962444594472084
114,200,0.5,normal,Naive,0.243919451096452,0.646971021323474
114,200,0.5,normal,True,0.0333083709902335,0.968794956090066
115,200,0.5,normal,CS,0.139525034183324,0.808140512233305
115,200,0.5,normal,Naive,0.218582548882015,0.582077200709052
115,200,0.5,normal,True,0.0382079221514887,0.978159041050676
116,200,0.5,normal,CS,0.00536250758108821,0.881805320736356
116,200,0.5,normal,Naive,0.143619538612276,0.653153853485146
116,200,0.5,normal,True,-0.00903751861518883,1.03423513831783
117,200,0.5,normal,CS,0.0699933372255606,1.05270541058263
117,200,0.5,normal,Naive,0.29503441962118,0.666910263863358
117,200,0.5,normal,True,0.0673050995042441,0.989798568765682
118,200,0.5,normal,CS,-0.2077907092195,1.14082546602761
118,200,0.5,normal,Naive,0.0773783522897554,0.699270218629676
118,200,0.5,normal,True,-0.0998963645458901,1.03616201250944
119,200,0.5,normal,CS,-0.0362172665066065,1.12378376565018
119,200,0.5,normal,Naive,0.184037295152673,0.605144195585295
119,200,0.5,normal,True,0.0579988506291746,0.931631489694686
120,200,0.5,normal,CS,-0.323619713280277,1.41522448133104
120,200,0.5,normal,Naive,0.0552604020844355,0.741887750088865
120,200,0.5,normal,True,-0.0387421437097043,1.06885448387406
121,200,0.5,normal,CS,-0.253395221733007,1.15332654998889
121,200,0.5,normal,Naive,-0.0196309910760852,0.75402972364317
121,200,0.5,normal,True,-0.228239594423252,1.08258896427645
122,200,0.5,normal,CS,-0.0696887344836063,0.957946665826893
122,200,0.5,normal,Naive,0.0562084543952335,0.632573823136398
122,200,0.5,normal,True,-0.093930362914587,1.01494569693448
123,200,0.5,normal,CS,-0.0850096727487417,1.09016453271185
123,200,0.5,normal,Naive,0.0980501649854199,0.737435594522978
123,200,0.5,normal,True,-0.0577021715748652,1.02840479234423
124,200,0.5,normal,CS,-0.0153233916142067,1.08932515553586
124,200,0.5,normal,Naive,0.260719322105468,0.682528376558882
124,200,0.5,normal,True,-0.0144599080645295,1.00221829107824
125,200,0.5,normal,CS,-0.211797382256492,1.46727343486836
125,200,0.5,normal,Naive,0.243115061119977,0.667594692310654
125,200,0.5,normal,True,0.0248964348288257,1.02560008460837
126,200,0.5,normal,CS,0.002569938555172,1.03117925196572
126,200,0.5,normal,Naive,0.190081325224029,0.628739852677305
126,200,0.5,normal,True,0.0636013227023737,0.992334970274201
127,200,0.5,normal,CS,0.113774884755752,1.00083683087306
127,200,0.5,normal,Naive,0.249118872255753,0.617007558736612
127,200,0.5,normal,True,0.0718849335108254,0.961086447732792
128,200,0.5,normal,CS,-0.0594131362117426,1.04334950173078
128,200,0.5,normal,Naive,0.153101012237604,0.674512681360882
128,200,0.5,normal,True,-0.0246514265382139,1.06407549135812
129,200,0.5,normal,CS,-6.13124860421557e+53,8.06940676745129e+53
129,200,0.5,normal,Naive,0.0676450089460668,0.702160589653783
129,200,0.5,normal,True,-0.00196448707511487,0.945232339867294
130,200,0.5,normal,CS,0.147234387877994,1.07085351600283
130,200,0.5,normal,Naive,0.297277412109474,0.631237833841976
130,200,0.5,normal,True,0.0465680236854507,1.04939819545043
131,200,0.5,normal,CS,0.100238737621029,0.7920845676725
131,200,0.5,normal,Naive,0.18564326403654,0.611841415600174
131,200,0.5,normal,True,-0.0946201658988067,1.06518069632601
132,200,0.5,normal,CS,0.159501482109258,0.985066213156119
132,200,0.5,normal,Naive,0.322058983230119,0.606975279401184
132,200,0.5,normal,True,0.0802069933863785,0.974701723472356
133,200,0.5,normal,CS,-0.082802923397728,1.03466386453708
133,200,0.5,normal,Naive,0.0969816580131996,0.628347597277505
133,200,0.5,normal,True,-0.0400830138533103,1.01154011247294
134,200,0.5,normal,CS,-0.00531077282040602,1.05572059674431
134,200,0.5,normal,Naive,0.191363019067718,0.634001527882116
134,200,0.5,normal,True,0.0559899003309721,0.947238784235629
135,200,0.5,normal,CS,3.16507601970271e+51,3.90044481026763e+51
135,200,0.5,normal,Naive,0.184838972762663,0.64107887885689
135,200,0.5,normal,True,0.0178548230762403,0.988702106032042
136,200,0.5,normal,CS,-0.0871179749281976,1.11839575062894
136,200,0.5,normal,Naive,0.0772556965620392,0.784880311818808
136,200,0.5,normal,True,-0.078105928156695,1.07767274611445
137,200,0.5,normal,CS,0.151259521355327,0.956223822098624
137,200,0.5,normal,Naive,0.340941647422456,0.576014007175515
137,200,0.5,normal,True,0.139172876314944,0.931713923273464
138,200,0.5,normal,CS,-0.158797072395001,1.04107940072042
138,200,0.5,normal,Naive,0.0794321309241402,0.722904550943989
138,200,0.5,normal,True,-0.0253742401790875,0.969949360533302
139,200,0.5,normal,CS,-0.0526451653627734,1.04666837459095
139,200,0.5,normal,Naive,0.0713386453001848,0.776547292319461
139,200,0.5,normal,True,-0.0383676116731347,1.05355708722437
140,200,0.5,normal,CS,-0.0506243535663213,1.04736988688511
140,200,0.5,normal,Naive,0.164517295027789,0.600710212990824
140,200,0.5,normal,True,-0.0112543562436552,0.958227171761627
141,200,0.5,normal,CS,0.0898253310799657,0.917328537032485
141,200,0.5,normal,Naive,0.231340778394978,0.637698324415292
141,200,0.5,normal,True,0.045079002021408,1.05108606508137
142,200,0.5,normal,CS,-1.13663891957443e+54,1.27453068601703e+54
142,200,0.5,normal,Naive,0.203447700202663,0.744420427467572
142,200,0.5,normal,True,0.0181916035141562,1.03347093660482
143,200,0.5,normal,CS,-5.72441035735062e+53,7.97636606752595e+53
143,200,0.5,normal,Naive,0.134618705096333,0.7067094357305
143,200,0.5,normal,True,-0.044618547489357,1.01019127688213
144,200,0.5,normal,CS,0.198487893005106,0.754989818861621
144,200,0.5,normal,Naive,0.276385290024755,0.568285422851525
144,200,0.5,normal,True,0.107957726179147,0.940532270628907
145,200,0.5,normal,CS,-0.206561946823653,1.30009633198402
145,200,0.5,normal,Naive,0.117355337201766,0.658177347942979
145,200,0.5,normal,True,-0.0710982213852501,0.988474823407987
146,200,0.5,normal,CS,-0.177477767233421,1.16649030199963
146,200,0.5,normal,Naive,0.0628481984893266,0.803372404539299
146,200,0.5,normal,True,0.0501274056744455,1.00373293262333
147,200,0.5,normal,CS,-0.355253756000152,1.36100430967998
147,200,0.5,normal,Naive,0.0453012675322562,0.776471775430831
147,200,0.5,normal,True,-0.0419985113116122,1.03344208141588
148,200,0.5,normal,CS,-0.201715175069089,1.41569988373908
148,200,0.5,normal,Naive,0.247536597885274,0.755255678679921
148,200,0.5,normal,True,0.0813725482529366,1.05172307288423
149,200,0.5,normal,CS,-0.234267548441783,1.1627817415872
149,200,0.5,normal,Naive,0.0167728515321899,0.669261307912926
149,200,0.5,normal,True,-0.14271371151009,1.06633767424781
150,200,0.5,normal,CS,-0.0593228561141014,1.04530809680376
150,200,0.5,normal,Naive,0.126185769133087,0.759731041924869
