SIM,LAMBDA,alpha,beta
569,1.4,-0.0419221036484909,0.418580613656144
569,1.5,-0.0211126176116726,0.41731080241967
569,1.6,-0.0422918915852781,0.301878897458036
569,1.7,0.000415304425678415,0.361816205995793
569,1.8,-0.0522577545193155,0.322862281857901
569,1.9,-0.0247826855003161,0.359841375541383
569,2,0.00135516422133515,0.375774710844767
570,0,-0.0352475941193883,0.602708588599198
570,0.1,-0.0377805001228619,0.582711653348158
570,0.2,-0.0301868794913151,0.523590560977054
570,0.3,-0.0311407269836726,0.548571329600224
570,0.4,-0.0093114181614233,0.529375204460984
570,0.5,-0.0479643232869337,0.460042409868023
570,0.6,-0.0265419366305581,0.474175400937398
570,0.7,-0.0126653693761293,0.458448454489186
570,0.8,-0.0187089486212685,0.455831059568317
570,0.9,-0.0230288421209957,0.381419347947552
570,1,-0.00400971222310141,0.479461583626208
570,1.1,0.0114243288642762,0.533898146042195
570,1.2,-0.0132493078660159,0.498860690048387
570,1.3,-0.00721695445850083,0.493253209767427
570,1.4,-0.0209426088507627,0.398083186405022
570,1.5,-0.0101469432654565,0.44460479511995
570,1.6,-0.0462295969193961,0.405771140569586
570,1.7,-0.0408427023449775,0.38750761695401
570,1.8,-0.0122609087921392,0.362059221448538
570,1.9,-0.0413812628679928,0.338703150026012
570,2,-0.0252582074839321,0.282222580085869
571,0,-0.0352475941193883,0.602708588599198
571,0.1,-0.0360079804714108,0.600556219217239
571,0.2,-0.024716041788253,0.56866270736558
571,0.3,-0.0321055978385537,0.545359606989739
571,0.4,-0.0250212983612838,0.491168765202406
571,0.5,-0.0524674888251903,0.574220959988424
571,0.6,-0.0224790087053598,0.454254986276544
571,0.7,-0.0303785617605462,0.433872598305718
571,0.8,-0.0282143317777297,0.369552552249452
571,0.9,-0.0400751148503763,0.440734300383237
571,1,-0.0345239768803869,0.483942631347957
571,1.1,-0.0217995568207624,0.395660334761627
571,1.2,0.00232329090080112,0.295961010722358
571,1.3,-0.0477631215508555,0.399403168408117
571,1.4,-0.046803794035526,0.465766722599109
571,1.5,-0.042948294248106,0.331414935186998
571,1.6,-0.034266397672227,0.525852393454584
571,1.7,-0.0315238708882551,0.457909275933262
571,1.8,-0.0333660501559101,0.316026993715626
571,1.9,-0.0192948729386458,0.281637367615408
571,2,0.00161357273555402,0.269516275905091
572,0,-0.0352475941193883,0.602708588599198
572,0.1,-0.0389983879101853,0.595170265512154
572,0.2,-0.0242454545621915,0.566772931233491
572,0.3,-0.030699677406545,0.540210870103672
572,0.4,-0.0224063365010284,0.548438346033362
572,0.5,-0.055145498615378,0.482535570013576
572,0.6,-0.0302689534801889,0.461345015765245
572,0.7,-0.0362232407027513,0.559872019232449
572,0.8,-0.0539138496318422,0.385687560231618
572,0.9,-0.019760687718505,0.433186339638206
572,1,-0.041063558698109,0.413544875339071
572,1.1,-0.0474406381074417,0.476627680315964
572,1.2,-0.0416826456972814,0.429860133773517
572,1.3,-0.0158535987705172,0.431560467245326
572,1.4,-0.0457238861560994,0.417159897585034
572,1.5,0.000987329212176857,0.481646834866904
572,1.6,-0.0346384408137292,0.363933779886112
572,1.7,-0.0236792769630722,0.367704157988266
572,1.8,-0.0323283602240501,0.328136144708866
572,1.9,0.00942874319110435,0.391614147031851
572,2,0.0145046594990261,0.304154752320797
573,0,-0.0352475941193883,0.602708588599198
573,0.1,-0.0271467634257702,0.583319703696171
573,0.2,-0.0278720148896082,0.587726002553414
573,0.3,-0.0384041108496424,0.548489217850242
573,0.4,-0.0341077340628908,0.511208735923373
573,0.5,-0.0240861498409577,0.555902677761935
573,0.6,-0.022542792210554,0.506713512616308
573,0.7,-0.052388001695547,0.493614472826381
573,0.8,-0.0223083010749674,0.508620858124172
573,0.9,-0.0271603885571456,0.478461813284026
573,1,-0.048788159252036,0.397843050771695
573,1.1,-0.0319794499621488,0.559980846682683
573,1.2,-0.0261344037736563,0.444325580826616
573,1.3,-0.016952839601806,0.464643967243964
573,1.4,-0.0207632262872108,0.437717635037588
573,1.5,-0.0103704488188204,0.281400649199033
573,1.6,-0.0380040738293941,0.366838603716379
573,1.7,-0.0487053821713462,0.337925670527311
573,1.8,-0.0376066691446325,0.388986868048937
573,1.9,-0.0457470823752622,0.323836232717449
573,2,-0.0162131479195253,0.312671584121409
574,0,-0.0352475941193883,0.602708588599198
574,0.1,-0.0301031030900172,0.54071041769401
574,0.2,-0.0453778441927123,0.547302258330385
574,0.3,-0.0371104179915819,0.501554599569269
574,0.4,-0.037847514029768,0.494108180661983
574,0.5,-0.0244432227201564,0.473131490610661
574,0.6,-0.0446397105204766,0.482682439785215
574,0.7,0.00114601458909462,0.49498340305615
574,0.8,-0.0213021814223872,0.400917526388858
574,0.9,-0.0442156437982803,0.398687835871435
574,1,-0.0158815903768929,0.433347721014653
574,1.1,-0.0226169660216238,0.403072283090954
574,1.2,-0.0108988871998428,0.402019274092815
574,1.3,-0.0113399393403154,0.387611831546093
574,1.4,-0.0407504830640898,0.466904118069596
574,1.5,-0.0402767544641418,0.406723130175162
574,1.6,-0.0365149702562684,0.407542909416985
574,1.7,0.0121793721752916,0.328948431762871
574,1.8,-0.0377634892256791,0.313417792156624
574,1.9,-0.0372490245982684,0.384065316148854
574,2,-0.0196400447844685,0.26632410136682
575,0,-0.0352475941193883,0.602708588599198
575,0.1,-0.0266128072336517,0.549555528361931
575,0.2,-0.0268021682211961,0.573207635703387
575,0.3,-0.0357030428159185,0.529307331808063
575,0.4,-0.0477179761013242,0.539385526980375
575,0.5,-0.044577116289529,0.553881281792047
575,0.6,-0.0149428783784601,0.503264337366771
575,0.7,-0.0326996295593228,0.399107270360993
575,0.8,-0.0390805155508618,0.510830834711214
575,0.9,-0.0471584899227632,0.443862173183512
575,1,-0.0380132698273005,0.422775448478087
575,1.1,-0.0239073810441056,0.356807519658672
575,1.2,-0.0205154781034472,0.425857645243009
575,1.3,0.0038513209046868,0.448440851819252
575,1.4,-0.0372912217179999,0.389747818084768
575,1.5,-0.0776522566950021,0.44376145416
575,1.6,-0.0064003315966275,0.339261118018849
575,1.7,0.00963259614182753,0.30523878514895
575,1.8,0.00164290212572618,0.326672059372049
575,1.9,-0.0496422889955962,0.340006743561991
575,2,-0.0332521256727168,0.431922476584998
576,0,-0.0352475941193883,0.602708588599198
576,0.1,-0.0433820342201567,0.566452063863688
576,0.2,-0.0393775095560331,0.571444349404103
576,0.3,-0.048399775711538,0.57541372056146
576,0.4,-0.0271749925097992,0.486579054020567
576,0.5,-0.0190207520189313,0.520437672706449
576,0.6,-0.018321023621929,0.414319508509274
576,0.7,-0.0306245211009747,0.465187569249056
576,0.8,-0.0086955143053133,0.406242100410268
576,0.9,-0.0504152403998538,0.472130069046195
576,1,-0.0647659727784232,0.507230466152656
576,1.1,0.0147030519573081,0.492635579679713
576,1.2,0.00707359985326983,0.416664867814896
576,1.3,-0.0569399985630216,0.359074066614494
576,1.4,-0.00930111005329567,0.491627981303923
576,1.5,0.00261050787745528,0.45103399062778
576,1.6,-0.0316281250446129,0.355677813615798
576,1.7,-0.00506371668320416,0.394143385878142
576,1.8,-0.036075423132223,0.445029159997895
576,1.9,-0.00107722579462932,0.36603661213633
576,2,-0.0524205860246575,0.416526163009119
577,0,-0.0352475941193883,0.602708588599198
577,0.1,-0.0190466241609537,0.591911186755216
577,0.2,-0.0187906206109307,0.576751744176438
577,0.3,-0.0381344466177567,0.547364776774328
577,0.4,-0.0209688642364086,0.559602145906189
577,0.5,-0.0357746311546301,0.491234094016947
577,0.6,-0.023040865434218,0.460526292532126
577,0.7,-0.0128425271268307,0.54550272276521
577,0.8,-0.00522953472251979,0.433763717013764
577,0.9,-0.0741974646414,0.399832279096056
577,1,-0.00688974747645381,0.454276907607869
577,1.1,-0.0209414404989736,0.510976043570704
577,1.2,-0.0652077319964849,0.422690755244197
577,1.3,-0.023182912686127,0.364959492107912
577,1.4,-0.0410114787878351,0.44105115721987
577,1.5,-0.0425025259443504,0.366368078636681
577,1.6,-0.041206155168391,0.394061400534367
577,1.7,-0.0255254585399469,0.406979225823445
577,1.8,-0.0266053299532018,0.337020231370433
577,1.9,-0.047097932167208,0.433255853631687
577,2,-0.0326612627706127,0.36495125500749
578,0,-0.0352475941193883,0.602708588599198
578,0.1,-0.0290706466483978,0.532715777372746
578,0.2,-0.0350332434726007,0.558437562649599
578,0.3,-0.0519974734611452,0.516665018147442
578,0.4,-0.0286518726105227,0.547693448397658
578,0.5,-0.049936692326913,0.540729090524952
578,0.6,-0.0342089739461981,0.60259875124363
578,0.7,-0.0214930330283543,0.458849198108941
578,0.8,-0.0142146603564427,0.381018244440162
578,0.9,-0.0550904381328009,0.494017487174698
578,1,-0.0124002653928172,0.51136767009945
578,1.1,-0.0209511824871662,0.396987552325179
578,1.2,-0.0445754854133527,0.411411685818843
578,1.3,-0.021932569226193,0.345522837039874
578,1.4,-0.0436190358861344,0.406840007228666
578,1.5,-0.0152408090919686,0.453339377539627
578,1.6,-0.0266398608510515,0.429813595794845
578,1.7,-0.0107420349084589,0.483836960649946
578,1.8,-0.0343788125137103,0.370864698956327
578,1.9,-0.0395473718115303,0.314284682187906
578,2,-0.035441192760038,0.33464216356311
579,0,-0.0352475941193883,0.602708588599198
579,0.1,-0.0303129260417304,0.555775836769892
579,0.2,-0.0280294532871426,0.550255224414422
579,0.3,-0.0267521751700748,0.599690052399594
579,0.4,-0.0421021287867043,0.57501725663132
579,0.5,-0.0114099988523235,0.564912983399003
579,0.6,-0.0472829754887295,0.467331398406409
579,0.7,-0.00753351797820239,0.480101489017869
579,0.8,-0.0333816243467296,0.488219390196034
579,0.9,-0.0282622849676219,0.534719714601855
579,1,-0.0368177023537024,0.478245362489985
579,1.1,-0.0250929421659584,0.443875143795455
579,1.2,-0.0513359429407441,0.358754073532035
579,1.3,-0.0151384815048007,0.486239215405583
579,1.4,-0.0057978401542498,0.475815941668115
579,1.5,-0.0320890433994304,0.418492870641455
579,1.6,-0.0267467553270688,0.376963748310483
579,1.7,-0.0253943339157664,0.304348986537261
579,1.8,-0.0186632465728767,0.32669012475617
579,1.9,-0.0391517478365715,0.388609697470019
579,2,-0.0691261097655846,0.40358521617919
580,0,-0.0352475941193883,0.602708588599198
580,0.1,-0.0349877817766818,0.617728462495735
580,0.2,-0.0221879801552498,0.520431651583372
580,0.3,-0.0287009667529261,0.559402151140683
580,0.4,-0.0391660212665275,0.503619884869709
580,0.5,-0.0316782250999361,0.466745087759599
580,0.6,0.00970754732759773,0.5232411060742
580,0.7,-0.00543437019326392,0.534495612194426
580,0.8,-0.0314335790412192,0.555387857197833
580,0.9,-0.00182303346929258,0.521611914258155
580,1,-0.0327109854054871,0.356897831927239
580,1.1,-0.0466883758624671,0.508568165646269
580,1.2,-0.0247793635651699,0.46395719909559
580,1.3,-0.0247864202390493,0.539905991281818
580,1.4,-0.0374306541883567,0.419968883349489
580,1.5,-0.0439128211320986,0.410652745497355
580,1.6,-0.0370955826112401,0.378321738608664
580,1.7,-0.020697520627045,0.325127534348533
580,1.8,-0.0547676473348746,0.440136966089692
580,1.9,-0.0387475851003965,0.366440376754965
580,2,0.0091232264415739,0.353685988355164
581,0,-0.0352475941193883,0.602708588599198
581,0.1,-0.0155716254200912,0.529263237738178
581,0.2,-0.0514939609372038,0.648045335091824
581,0.3,-0.0364796250960057,0.526757591194875
581,0.4,-0.0186530888856925,0.539536326183283
581,0.5,-0.0288914280261304,0.555162254523914
581,0.6,-0.0368370836844086,0.48819626622455
581,0.7,-0.0441378855813986,0.543564251111187
581,0.8,-0.000419578098668322,0.418894875488103
581,0.9,-0.0142993866321108,0.449423440002463
581,1,-0.0191894022760939,0.407913718439746
581,1.1,-0.043069303955858,0.363574292098235
581,1.2,-0.0279414473106581,0.478260390678862
581,1.3,-0.0490424860593052,0.392585623162472
581,1.4,-0.0456102454961588,0.42583117194088
581,1.5,0.00370052663189547,0.424982340187811
581,1.6,-0.0108510450795562,0.330716367596249
581,1.7,-0.0356412536311852,0.356040906473806
581,1.8,0.0104833060271219,0.404758221280707
581,1.9,-0.0439295150730823,0.368417452226778
581,2,-0.0313852370791223,0.318266166897335
582,0,-0.0352475941193883,0.602708588599198
582,0.1,-0.0351714122624533,0.553516751894793
582,0.2,-0.035480608875715,0.53721758780993
582,0.3,-0.0158873017525296,0.547989202501657
582,0.4,-0.035399953687832,0.564853746228957
582,0.5,-0.0296458185007608,0.501750763671041
582,0.6,-0.0416486742592793,0.596215182532088
582,0.7,-0.0312779757234306,0.443482103045869
582,0.8,0.00292956600869199,0.483452725936309
582,0.9,-0.0422925572322153,0.536633228320026
582,1,0.0249296029640917,0.446010189481611
582,1.1,-0.0344987526734858,0.47043740434626
582,1.2,-0.0463729153259892,0.370697310235343
582,1.3,0.0295429471688741,0.394342050128723
582,1.4,-0.0336489457248318,0.36388545681668
582,1.5,-0.0171920472136581,0.303864346558807
582,1.6,-0.0315410051373265,0.424738867100528
582,1.7,-0.0227083802237814,0.381660148249859
582,1.8,-0.0659384470659057,0.392870952805057
582,1.9,-0.0216701526285049,0.28379445197501
582,2,-0.0250664142582801,0.384036135987638
583,0,-0.0352475941193883,0.602708588599198
583,0.1,-0.0390576410970538,0.561251453678282
583,0.2,-0.0277542578413705,0.485504197180629
583,0.3,-0.0239656554597303,0.557918432256844
583,0.4,-0.0272861294412647,0.602609760876409
583,0.5,-0.0455696991883677,0.500342225305396
583,0.6,-0.0337143862136154,0.493433259653427
583,0.7,-0.0431937347584463,0.538529371476437
583,0.8,-0.026097299413035,0.495413671813807
583,0.9,-0.0383859864142348,0.471569743058873
583,1,-0.0519258814427697,0.41504039842942
583,1.1,-0.0244037846565923,0.403869940286644
583,1.2,-0.0125278156549395,0.383545053743164
583,1.3,-0.00947717970658204,0.354643142531637
583,1.4,-0.0342818826034371,0.34847625108348
583,1.5,-0.0308607695031107,0.357075209786353
583,1.6,-0.00619882007156746,0.326342491676139
583,1.7,-0.0715999444101771,0.437578303660181
583,1.8,-0.014597563593564,0.384726525557533
583,1.9,-0.0352310308648855,0.316479813124518
583,2,-0.0192932189548278,0.415998794614318
584,0,-0.0352475941193883,0.602708588599198
584,0.1,-0.0273756222604414,0.605760658546642
584,0.2,-0.0254147745879722,0.583343723847951
584,0.3,-0.0520262076134443,0.564400345195059
584,0.4,-0.0561587584262413,0.556148664087498
584,0.5,-0.0502245594337864,0.492145806453237
584,0.6,0.00229157020733752,0.450336112268312
584,0.7,-0.0220629708873551,0.476812203916107
584,0.8,-0.0324658686743337,0.427912069313037
584,0.9,-0.0372798918333344,0.388395304206006
584,1,-0.0240303476711262,0.467251775497221
584,1.1,-0.0619226567939894,0.433154572188442
584,1.2,-0.00934631975675921,0.427316861847287
584,1.3,-0.0326766808887842,0.342417566495511
584,1.4,-0.0405984534540287,0.396357866922814
584,1.5,-0.0119611718557422,0.3243671139993
584,1.6,-0.0340864425285481,0.339292274274785
584,1.7,-0.0443057521745781,0.356874603316768
584,1.8,-0.0340174265701127,0.2790470724732
584,1.9,-0.00891996834956286,0.339063041914027
584,2,-0.0448697713218152,0.360435888255098
585,0,-0.0352475941193883,0.602708588599198
585,0.1,-0.0214655458579753,0.598210940873207
585,0.2,-0.0181310325492388,0.577504565577311
585,0.3,-0.0478331611951755,0.560033253625198
585,0.4,-0.0429899760530469,0.512338052023716
585,0.5,-0.0407984658752295,0.534969283572916
585,0.6,-0.0107770412314478,0.431214216513617
585,0.7,-0.0209312357823687,0.51464892088608
585,0.8,-0.0426715322224261,0.522149860718588
585,0.9,-0.0606697203791859,0.474543174985726
585,1,-0.0656385514084811,0.474017178986427
585,1.1,-0.0296421454786935,0.396621188235268
585,1.2,-0.0339862310203516,0.357181171436501
585,1.3,-0.0526391058559536,0.383129578511126
585,1.4,-0.0623800749560987,0.335826348747383
585,1.5,-0.0180144482066724,0.368808617668338
585,1.6,-0.00255060950280282,0.369969196117481
585,1.7,-0.0265105332065468,0.38722141350837
585,1.8,-0.0568087699091306,0.363523497742936
585,1.9,-0.00843076315179363,0.32882538384089
585,2,-0.008687094724869,0.287247885059452
586,0,-0.0352475941193883,0.602708588599198
586,0.1,-0.0473101339179335,0.587172606630779
586,0.2,-0.0459574280685533,0.564944219145388
586,0.3,-0.0222457193013803,0.552461256279483
586,0.4,-0.0221778991229135,0.615204958132675
586,0.5,-0.0166795429599147,0.509458375220379
586,0.6,-0.0339511886304897,0.526609625829435
586,0.7,-0.0425894090421276,0.498847028892736
586,0.8,-0.0906669930252446,0.523789437745882
586,0.9,-0.0418602519833013,0.457759970023503
586,1,-0.0205224477953851,0.360024399550164
586,1.1,-0.016144265452984,0.318178016312998
586,1.2,-0.0219269820606391,0.512141660322582
586,1.3,-0.0131624677966875,0.422034968377255
586,1.4,-0.0409171311885377,0.435552211615997
586,1.5,-0.04166446568814,0.416562040158895
586,1.6,-0.0186120159154953,0.362809062501841
586,1.7,-0.0107550006013388,0.413398363406461
586,1.8,-0.00837517867728996,0.360583538823322
586,1.9,-0.048105150122878,0.360947929237762
586,2,-0.0302449294319399,0.442948836126263
587,0,-0.0352475941193883,0.602708588599198
587,0.1,-0.0397795759877399,0.609931943779238
587,0.2,-0.0272569483633827,0.536556952663892
587,0.3,-0.0337470653719613,0.521822904133839
587,0.4,-0.0312833512906796,0.488162532893001
587,0.5,-0.0130592450271552,0.527248526542901
587,0.6,-0.0241808866557666,0.504174044167739
587,0.7,-0.0329320632449078,0.429847515359446
587,0.8,-0.0247351302383147,0.470191938238782
587,0.9,-0.0192875676088455,0.402129191039886
587,1,-0.0394908061784706,0.43738081865813
587,1.1,-0.0105437779061728,0.392487115959825
587,1.2,-0.0110308097126039,0.399361178592464
587,1.3,-0.00635768527073865,0.427813476610795
587,1.4,-0.0277691898818062,0.376076500953534
587,1.5,-0.0716873566192929,0.381859707029225
587,1.6,-0.0596900053505141,0.392011022487446
587,1.7,0.0114122184422873,0.336000105213531
587,1.8,-0.0119816319408614,0.241368224585983
587,1.9,-0.0050306976841789,0.362476739947669
587,2,-0.0437162825633635,0.341966949480492
588,0,-0.0352475941193883,0.602708588599198
588,0.1,-0.0280468714949535,0.627317361975193
588,0.2,-0.0357468305650312,0.560713303127762
588,0.3,-0.0198669388762194,0.502578357238528
588,0.4,-0.0319762361772596,0.561263740873186
588,0.5,-0.0221148126820466,0.506375153890495
588,0.6,-0.0429293237290313,0.496432466499313
588,0.7,-0.0567452248457355,0.458723941701817
588,0.8,0.00416169755323768,0.382525537937613
588,0.9,-0.0261996567202929,0.416671727462951
588,1,-0.0145927606821129,0.342339566970151
588,1.1,-0.0210696762342985,0.548955808919358
588,1.2,-0.0287961399848638,0.456364131251319
588,1.3,-0.0324804230491353,0.387033381817422
588,1.4,-0.0325408016351629,0.380350390003699
588,1.5,-0.0137783655241225,0.39214709420634
588,1.6,-0.0357562688667075,0.374908922369664
588,1.7,-0.0204547999106205,0.41005326390547
588,1.8,-0.0444890611492353,0.343426415251094
588,1.9,-0.0135377059140921,0.3498028678722
588,2,-0.0409960974889382,0.346432289927494
589,0,-0.0352475941193883,0.602708588599198
589,0.1,-0.0286244179870315,0.562554168840894
589,0.2,0.00238839380553706,0.56811079025599
589,0.3,-0.0253427687887868,0.52486395357468
589,0.4,-0.0319810586520406,0.483614381070732
589,0.5,-0.0148706329186344,0.497185193928243
589,0.6,-0.0172279048365346,0.526580134012506
589,0.7,0.00278309420742835,0.509224350784522
589,0.8,-0.0149918279224597,0.457347422249571
589,0.9,-0.0427217673548926,0.502604943259149
589,1,-0.0123402215404437,0.45864367518052
589,1.1,-0.0564114815166724,0.431987790439515
589,1.2,-0.034338960978175,0.465793149639741
589,1.3,-0.0335881699627575,0.435597154875798
589,1.4,-0.00782524343333725,0.351205364386003
589,1.5,-0.01037841633326,0.500815597797575
589,1.6,-0.031714922397856,0.350541899752696
589,1.7,-0.0256371983795556,0.354431679770099
589,1.8,-0.0129173810542933,0.266822548375728
589,1.9,-0.0232745452951846,0.375072743218174
589,2,-0.0456317034630624,0.374102183646945
590,0,-0.0352475941193883,0.602708588599198
590,0.1,-0.0457644040044386,0.531240204846811
590,0.2,-0.045307016958751,0.581531921561595
590,0.3,-0.0432778558212777,0.510987840186608
590,0.4,-0.0205522370946608,0.563213170729448
590,0.5,-0.0514937525565738,0.526625881038459
590,0.6,-0.0450748675117972,0.48533305494293
590,0.7,-0.0310075417278141,0.495873569553544
590,0.8,-0.011983279470708,0.520823783882057
590,0.9,-0.0397050583423498,0.454404837653458
590,1,-0.0338882560261535,0.491458487426134
590,1.1,-0.0274375945524743,0.442214795140139
590,1.2,-0.0050666449188074,0.366412091668129
590,1.3,-0.00391063889305259,0.395644740939865
590,1.4,0.00360736648130507,0.350627139210064
590,1.5,-0.0156229223991953,0.434195148295201
590,1.6,-0.0799573784520487,0.472350769388607
590,1.7,-0.0650497495340993,0.376159245321823
590,1.8,-0.027887507926353,0.394075751357515
590,1.9,-0.00817148468898375,0.287903350748755
590,2,0.0154824956833665,0.42317525034984
591,0,-0.0352475941193883,0.602708588599198
591,0.1,-0.0425296193845861,0.59605455763708
591,0.2,-0.0408469224536799,0.592284428616661
591,0.3,-0.0316916461420606,0.557007114889458
591,0.4,-0.018690819165932,0.494537161771725
591,0.5,-0.0334035803923759,0.584965630747047
591,0.6,-0.0100102270176152,0.475833675758233
591,0.7,-0.0103479777164845,0.473239627972064
591,0.8,-0.0371767105086844,0.511571617902526
591,0.9,-0.0307137761421424,0.470057296717203
591,1,-0.0336428749258275,0.542525401425836
591,1.1,-0.0216330473309067,0.422760762346145
591,1.2,-0.0505445403175191,0.430002890567783
591,1.3,-0.0374951463891802,0.355829680359523
591,1.4,-0.0230651856728141,0.387701737807696
591,1.5,0.00152921367619922,0.408051695782484
591,1.6,-0.034177716861439,0.323046754240902
591,1.7,-0.0194813945909565,0.355860964680198
591,1.8,-0.0344661811744348,0.41489035360804
591,1.9,-0.00847533621103959,0.299044308163811
591,2,-0.0306995298187027,0.383175049916872
592,0,-0.0352475941193883,0.602708588599198
592,0.1,-0.0326127477889991,0.551854221573502
592,0.2,-0.0168119417507066,0.574942875150463
592,0.3,-0.0254677869440127,0.494479255263459
592,0.4,-0.0500589798836833,0.520596633050523
592,0.5,-0.0274509490582311,0.475818268727889
592,0.6,-0.0218384317953027,0.49572136508301
592,0.7,-0.0246161702468504,0.513912750349092
592,0.8,-0.000526750367530341,0.445560183181569
592,0.9,0.00557391907520425,0.415204419394523
592,1,-0.0238282452219143,0.426613315439206
592,1.1,-0.0322806998413652,0.42914941391221
592,1.2,-0.0567911561516292,0.449148717154917
592,1.3,-0.0329547848428862,0.42875271543406
592,1.4,-0.0672410946147612,0.357136538147199
592,1.5,-0.032118088193162,0.414245746520101
592,1.6,-0.00301250964551456,0.374330599381831
592,1.7,-0.0371670129539343,0.363877905301889
592,1.8,-0.0468372231675129,0.359073427642379
592,1.9,-0.00236734876822615,0.358522896802663
592,2,-0.0263869029966547,0.274885018234369
593,0,-0.0352475941193883,0.602708588599198
593,0.1,-0.0221680982788158,0.629927163617046
593,0.2,-0.0302576716722595,0.596127501660873
593,0.3,-0.0548661485163956,0.506885109376102
593,0.4,-0.0504006410772008,0.492100385679058
593,0.5,-0.0412451311365179,0.548284871817011
593,0.6,-0.0232733196224553,0.547173647537903
593,0.7,-0.0353737106793756,0.492447595846755
593,0.8,-0.0180078301180964,0.450404255545826
593,0.9,-0.0299867004327783,0.450870354854302
593,1,-0.0388913609696567,0.42086629464198
593,1.1,-0.0746453608107085,0.405603673962212
593,1.2,-0.0291872303513496,0.38965440171387
593,1.3,-0.0147812965964615,0.382498547462053
593,1.4,-0.0416024657579926,0.331906292952825
593,1.5,-0.0333373136921177,0.329723176448923
593,1.6,-0.00703792688078042,0.427816157727359
593,1.7,-0.0244837347519622,0.356209199071387
593,1.8,-0.0401077029657622,0.296783753732784
593,1.9,-0.0138503371274474,0.366034174729577
593,2,-0.0168359215999837,0.300611830058885
594,0,-0.0352475941193883,0.602708588599198
594,0.1,-0.0382019598572976,0.567551129524776
594,0.2,-0.0472666086258339,0.540070738558149
594,0.3,-0.0415756209463412,0.535098660900922
594,0.4,-0.0107115100314755,0.550808648390893
594,0.5,-0.0564489496778342,0.550840902098833
594,0.6,-0.054605452303265,0.498755806387374
594,0.7,-0.0289608339931393,0.443708501650851
594,0.8,-0.0397285319632755,0.53426882709587
594,0.9,-0.0417116941529412,0.422659083870572
594,1,-0.0507968770230211,0.439186095486324
594,1.1,-0.0194969370276691,0.331276650732975
594,1.2,-0.0288157151040505,0.471969343865866
594,1.3,-0.0360371383785715,0.421483426491865
594,1.4,-0.0581711904665628,0.438498358813003
594,1.5,-0.0474229162515232,0.395429627919279
594,1.6,-0.0186545866289735,0.449080685921487
594,1.7,-0.0216037640398388,0.391800872672602
594,1.8,-0.0545020733696453,0.380156407797986
594,1.9,-0.0131153652813945,0.412971701724878
594,2,-0.0218134512078256,0.396226978624546
595,0,-0.0352475941193883,0.602708588599198
595,0.1,-0.0419117058972189,0.628613710563902
595,0.2,-0.0570145934781989,0.581291791606515
595,0.3,-0.0366884182896618,0.499050484145649
595,0.4,-0.0112262319092638,0.547276435255322
595,0.5,-0.0509730252140653,0.425785887940827
595,0.6,-0.0337497893026777,0.484867978884117
595,0.7,-0.0385206172611664,0.519943892474866
595,0.8,-0.0796911063386378,0.52575594953376
595,0.9,-0.023669591999974,0.47015490131472
595,1,-0.0351664050142842,0.377598227296878
595,1.1,-0.023805222646895,0.423942418782693
595,1.2,-0.0218054619914584,0.488692331146914
595,1.3,-0.0387402186798495,0.479760290709882
595,1.4,-0.00251312091005635,0.35333544852452
595,1.5,-0.0352405679363744,0.335653859285855
595,1.6,-0.0170811161969119,0.41579838009507
595,1.7,-0.0382800028280172,0.309934077757941
595,1.8,-0.00720994580444083,0.332519973636894
595,1.9,-0.0329273399684203,0.430538592754997
595,2,-0.0271475232457475,0.373907064314647
596,0,-0.0352475941193883,0.602708588599198
596,0.1,-0.0340140210345647,0.556106548842056
596,0.2,-0.0426980448721669,0.574712961298949
596,0.3,-0.0100439248346246,0.583412855220251
596,0.4,-0.0546625985463394,0.562174459591196
596,0.5,-0.0133918786370009,0.518046481474715
596,0.6,-0.017106285168413,0.566436710172711
596,0.7,-0.0478926337175814,0.545122270212659
596,0.8,0.00559778255471308,0.446596100290083
596,0.9,-0.0112454514374289,0.45307115227682
596,1,-0.0565409416986349,0.402685948749348
596,1.1,-0.0489636362278536,0.586821473510838
596,1.2,-0.0291031126227972,0.496290651455588
596,1.3,-0.0489444661893509,0.520888068997875
596,1.4,-0.0176600786507885,0.321591858755362
596,1.5,0.00369595715340614,0.294607069890915
596,1.6,-0.0358720559251349,0.345973489204218
596,1.7,-0.0318704228440737,0.336162950489591
596,1.8,-0.00956384992048183,0.390968418478535
596,1.9,-0.00960829316577271,0.414378153044336
596,2,-0.00683970490220639,0.397058353296285
597,0,-0.0352475941193883,0.602708588599198
597,0.1,-0.0436539830403463,0.553733159754731
597,0.2,-0.0454917859842637,0.62133012375334
597,0.3,-0.0385510927825325,0.531239015802497
597,0.4,-0.0303765616504255,0.607571561591954
597,0.5,-0.0372171517283608,0.520345736046801
597,0.6,-0.0244096831075341,0.630439712375198
597,0.7,-0.0484290424458202,0.564137537040816
597,0.8,-0.0220979147663801,0.534908856657318
597,0.9,-0.0153749586495166,0.403837595829855
597,1,-0.0420305039718526,0.480020563544545
597,1.1,-0.017100037380899,0.445547071559091
597,1.2,-0.00778490992015131,0.423320272891442
597,1.3,-0.0218929425257938,0.33567855880947
597,1.4,-0.0323721713815134,0.368074665290508
597,1.5,-0.0342860002654567,0.318305573988741
597,1.6,-0.0591739514289872,0.341572130104044
597,1.7,-0.0805847405506798,0.395965050840288
597,1.8,-0.0458810581267222,0.378250705517557
