SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
96,100,0.5,chi-square,CS,0.118169459488723,1.20263805197535
96,100,0.5,chi-square,Naive,0.142259330592391,0.589162069220599
96,100,0.5,chi-square,RC,0.0763401942532206,0.759709563715155
96,100,0.5,chi-square,True,0.128289934613771,0.926708630881458
96,100,0.5,normal,CS,0.0590770638382953,1.12497606182307
96,100,0.5,normal,Naive,0.0721352527501383,0.692324479007599
96,100,0.5,normal,RC,0.064071885258947,1.03522789825853
96,100,0.5,normal,True,0.0660775951066903,0.853948056207273
96,100,1,chi-square,CS,0.571109463099719,3.06232853204084
96,100,1,chi-square,Naive,0.312891180332837,0.399670926787976
96,100,1,chi-square,RC,0.279009619298866,0.665895197784441
96,100,1,chi-square,True,0.234016065590417,0.610845797204979
96,100,1,normal,CS,0.023210568367116,1.24971781650046
96,100,1,normal,Naive,-0.0259513562143055,0.501315336570118
96,100,1,normal,RC,-0.0167412495585037,0.863570111658342
96,100,1,normal,True,0.07984057817925,1.17976427751282
96,300,0.5,chi-square,CS,-0.0803475479365637,1.2947959575716
96,300,0.5,chi-square,Naive,-0.170409730957301,0.727813507451475
96,300,0.5,chi-square,RC,-0.209321830698487,0.924104042791808
96,300,0.5,chi-square,True,-0.151873534922042,1.2153311970839
96,300,0.5,normal,CS,-0.130447578952452,0.993855469523455
96,300,0.5,normal,Naive,-0.0997539422854575,0.632354728683466
96,300,0.5,normal,RC,-0.137687633609744,0.947009545998405
96,300,0.5,normal,True,-0.0862209110463544,0.956653351963873
96,300,1,chi-square,CS,1.12285000368046,2.94550329726604
96,300,1,chi-square,Naive,0.0567185159305014,0.538532826079458
96,300,1,chi-square,RC,0.00425075578163458,0.792621269707856
96,300,1,chi-square,True,-0.0127789146187719,1.11753415927898
96,300,1,normal,CS,-0.070771337480763,1.02893074368363
96,300,1,normal,Naive,-0.0436961087429921,0.420186870314086
96,300,1,normal,RC,-0.0420053871477468,0.873303643484852
96,300,1,normal,True,-0.0310278305012517,0.923789304170621
97,100,0.5,chi-square,CS,-0.261035667385827,0.957538064997125
97,100,0.5,chi-square,Naive,-0.337612160292889,0.609550034077389
97,100,0.5,chi-square,RC,-0.35531392224537,0.701349302228465
97,100,0.5,chi-square,True,-0.418445623274647,1.1283618763401
97,100,0.5,normal,CS,0.00133014693804507,0.797328079776166
97,100,0.5,normal,Naive,-0.00209940110699964,0.538453395184
97,100,0.5,normal,RC,-0.00345710809179699,0.752390943968159
97,100,0.5,normal,True,0.00280394864497383,0.700248995219916
97,100,1,chi-square,CS,0.000130374171927778,0.843582486602847
97,100,1,chi-square,Naive,-0.0109370101268867,0.39251539314668
97,100,1,chi-square,RC,-0.0544888625604258,0.651474024409763
97,100,1,chi-square,True,0.0180032015858487,0.916276247160892
97,100,1,normal,CS,-0.499743185484037,1.11539943863825
97,100,1,normal,Naive,-0.343030715812328,0.471567320539939
97,100,1,normal,RC,-0.369439421537487,0.937401469415136
97,100,1,normal,True,-0.41358560459042,1.3709067162661
97,300,0.5,chi-square,CS,0.0322738458433531,0.941398874641691
97,300,0.5,chi-square,Naive,0.0326363878548738,0.58629928602312
97,300,0.5,chi-square,RC,-0.012689363640227,0.706053424035448
97,300,0.5,chi-square,True,0.00511023041740771,1.04451542199883
97,300,0.5,normal,CS,0.0837410146455723,0.788736017883855
97,300,0.5,normal,Naive,0.0653812531783314,0.518968313587522
97,300,0.5,normal,RC,0.0732316844960349,0.750133074934551
97,300,0.5,normal,True,0.00386769025181593,0.795763620305206
97,300,1,chi-square,CS,0.183084296869142,1.72113617859066
97,300,1,chi-square,Naive,0.000797074025411624,0.546710125802629
97,300,1,chi-square,RC,-0.053819872917416,0.839750713083699
97,300,1,chi-square,True,0.000126604030497648,1.19933399005607
97,300,1,normal,CS,-1.67044247563336,4.11179876168908
97,300,1,normal,Naive,-0.0350461006615331,0.449933159243341
97,300,1,normal,RC,-0.00421286481532853,1.05422948618139
97,300,1,normal,True,-0.0416798170908888,0.822226906915247
98,100,0.5,chi-square,CS,0.182188285439205,1.09874412169306
98,100,0.5,chi-square,Naive,0.134823109103669,0.583034366873898
98,100,0.5,chi-square,RC,0.0924302134587978,0.688391548471266
98,100,0.5,chi-square,True,0.0953047179744061,0.905610885289481
98,100,0.5,normal,CS,-0.411928246652462,0.842754963214547
98,100,0.5,normal,Naive,-0.407947824396712,0.53511717167773
98,100,0.5,normal,RC,-0.388275836659098,0.800927927374591
98,100,0.5,normal,True,-0.509433255000389,1.11038766774556
98,100,1,chi-square,CS,0.329714362741052,1.45535466127654
98,100,1,chi-square,Naive,0.150619432951319,0.46572911525112
98,100,1,chi-square,RC,0.101107277843035,0.636616037504563
98,100,1,chi-square,True,0.122833123572609,1.17135921165557
98,100,1,normal,CS,0.0280548320966757,0.821918470717387
98,100,1,normal,Naive,0.00898772400896258,0.384831175598901
98,100,1,normal,RC,0.0183797558416887,0.809196752927362
98,100,1,normal,True,-0.0232118658786328,0.94519531655229
98,300,0.5,chi-square,CS,-0.0517976226780703,1.28506111402871
98,300,0.5,chi-square,Naive,-0.113925973751127,0.614969545160626
98,300,0.5,chi-square,RC,-0.148705392181061,0.764911867704842
98,300,0.5,chi-square,True,-0.0734295400128571,1.10518640654665
98,300,0.5,normal,CS,-0.0795274759410628,1.0287270076418
98,300,0.5,normal,Naive,-0.0990433944547771,0.672380480169953
98,300,0.5,normal,RC,-0.0820239486834829,0.970192624967213
98,300,0.5,normal,True,-0.135219774461584,0.982092138917388
98,300,1,chi-square,CS,0.181629276587534,1.42896979397376
98,300,1,chi-square,Naive,0.104215907193063,0.491676562052281
98,300,1,chi-square,RC,0.0375548975200934,0.698328849100048
98,300,1,chi-square,True,0.0858778700552963,0.96407376301888
98,300,1,normal,CS,0.00524240034978546,0.746826971702956
98,300,1,normal,Naive,-0.000254361611335654,0.362217478344404
98,300,1,normal,RC,-0.00188346194037804,0.687737363733066
98,300,1,normal,True,0.0344996740060406,0.881777227730183
99,100,0.5,chi-square,CS,-0.0451189028519621,0.4649289102731
99,100,0.5,chi-square,Naive,-0.0125965916839886,0.261725845817263
99,100,0.5,chi-square,RC,-0.0454379906811413,0.414533924829295
99,100,0.5,chi-square,True,-0.00497197475069736,0.454357507798513
99,100,0.5,normal,CS,0.0433506341809505,0.799027947159835
99,100,0.5,normal,Naive,0.0347802799716014,0.4761330492816
99,100,0.5,normal,RC,0.0285865017439988,0.712869736367639
99,100,0.5,normal,True,0.0519439783808484,0.692428063063565
99,100,1,chi-square,CS,-0.146471927158993,0.425550721615218
99,100,1,chi-square,Naive,-0.0924118902688942,0.271862334349105
99,100,1,chi-square,RC,-0.150892485540839,0.381170080777761
99,100,1,chi-square,True,-0.159304523340447,0.612776704717845
99,100,1,normal,CS,0.102341617774501,1.13481262255206
99,100,1,normal,Naive,0.141115587259814,0.517460642423042
99,100,1,normal,RC,0.158565129805505,1.05832434467814
99,100,1,normal,True,0.190719919169412,1.12580983402334
99,300,0.5,chi-square,CS,-0.0149749542250812,1.56956826638001
99,300,0.5,chi-square,Naive,-0.0224494469231892,0.741892435651478
99,300,0.5,chi-square,RC,-0.109280942861884,0.979237745130453
99,300,0.5,chi-square,True,0.111959036285676,1.50710730393855
99,300,0.5,normal,CS,0.0819289669738082,1.34630580695291
99,300,0.5,normal,Naive,0.0846151945663806,0.818571076922728
99,300,0.5,normal,RC,0.0963261820147501,1.19155138250398
99,300,0.5,normal,True,0.0886704465702548,1.20277232375692
99,300,1,chi-square,CS,-0.044494150710706,0.852464203770161
99,300,1,chi-square,Naive,0.037075886556873,0.371534516270961
99,300,1,chi-square,RC,-0.0460789119407338,0.597925724398952
99,300,1,chi-square,True,0.0489981945244447,0.897619032573507
99,300,1,normal,CS,0.147772705557195,1.12801929419456
99,300,1,normal,Naive,0.11940536544855,0.475249131689655
99,300,1,normal,RC,0.0866545850083544,0.930320160527335
99,300,1,normal,True,0.14913802704094,0.949360977448947
100,100,0.5,chi-square,CS,0.141032021333025,1.22577470154447
100,100,0.5,chi-square,Naive,0.115134672937324,0.725242833743648
100,100,0.5,chi-square,RC,0.0345262110738524,0.915863160990704
100,100,0.5,chi-square,True,0.134102779712349,1.1738469904478
100,100,0.5,normal,CS,-6.14975585937501,36.0771850585938
100,100,0.5,normal,Naive,-0.0204128846563111,1.14261847014934
100,100,0.5,normal,RC,0.011434426192196,1.85955604037832
100,100,0.5,normal,True,0.00841163797464346,1.15518851926116
100,100,1,chi-square,CS,-0.383596627178465,0.651773416756183
100,100,1,chi-square,Naive,-0.316061319548087,0.378793470320171
100,100,1,chi-square,RC,-0.388808868342749,0.550697070152709
100,100,1,chi-square,True,-0.346371258461795,0.568405531704911
100,100,1,normal,CS,-0.171547168519503,0.749057529945498
100,100,1,normal,Naive,-0.0799380160864059,0.26080532654812
100,100,1,normal,RC,-0.147380268932684,0.723526985142205
100,100,1,normal,True,-0.0219432018635791,0.784084354250116
100,300,0.5,chi-square,CS,0.103185817745576,0.809292415271353
100,300,0.5,chi-square,Naive,0.101411136151217,0.519176487548167
100,300,0.5,chi-square,RC,0.0687271219993334,0.62131606651117
100,300,0.5,chi-square,True,0.0791592902182255,0.972702726205499
100,300,0.5,normal,CS,-0.0965373254226524,1.21573155028223
100,300,0.5,normal,Naive,-0.0891621329007606,0.714409255676165
100,300,0.5,normal,RC,-0.0864030701879359,1.05861702668225
100,300,0.5,normal,True,-0.146189831467353,0.953397123729405
100,300,1,chi-square,CS,1.22412109375,24.12158203125
100,300,1,chi-square,Naive,-0.00519261531445561,0.539367940758613
100,300,1,chi-square,RC,-0.106947453220189,0.736996424787546
100,300,1,chi-square,True,-0.0342619116134401,1.03548267011402
100,300,1,normal,CS,0.121189272225281,0.930965195951992
100,300,1,normal,Naive,0.0924146024343883,0.41823764403374
100,300,1,normal,RC,0.114787405227468,0.872561437732833
100,300,1,normal,True,0.143491951218154,0.868851482059632
101,100,0.5,chi-square,CS,0.274970334274892,0.628430726691766
101,100,0.5,chi-square,Naive,0.288088280667161,0.404245795492099
101,100,0.5,chi-square,RC,0.257697600066821,0.49857226707649
101,100,0.5,chi-square,True,0.315287078102002,1.18199186726316
101,100,0.5,normal,CS,-0.153219754242149,0.422670676043644
101,100,0.5,normal,Naive,-0.155657953373017,0.26733425327927
101,100,0.5,normal,RC,-0.150801212787243,0.41821320609043
101,100,0.5,normal,True,-0.175495756568488,0.765268548606222
101,100,1,chi-square,CS,-0.00310650948500275,2.13751518599378
101,100,1,chi-square,Naive,-0.189012482065093,0.670132399087599
101,100,1,chi-square,RC,-0.299271964555694,0.893092715742974
101,100,1,chi-square,True,-0.153580234103307,1.3987622221105
101,100,1,normal,CS,6.57890624999998,30.1193359375
101,100,1,normal,Naive,-0.276515791460795,0.774389892623949
101,100,1,normal,RC,0.0102118735264815,2.21116633381997
101,100,1,normal,True,-0.284254798715744,1.31060417081801
101,300,0.5,chi-square,CS,0.0171138499533123,1.05570292525695
101,300,0.5,chi-square,Naive,0.0254838343465738,0.62310213171302
101,300,0.5,chi-square,RC,-0.0253481799354548,0.730669337456615
101,300,0.5,chi-square,True,0.0493123262036293,1.03574024485634
101,300,0.5,normal,CS,0.103365883887768,0.884140292738205
101,300,0.5,normal,Naive,0.110873788837473,0.557929441607443
101,300,0.5,normal,RC,0.0997160660974818,0.871280088298361
101,300,0.5,normal,True,0.115750444135509,0.893380060164735
101,300,1,chi-square,CS,0.140352338869915,0.706498631427826
101,300,1,chi-square,Naive,0.168358874642536,0.35138211997428
101,300,1,chi-square,RC,0.103196375416545,0.543618643523838
101,300,1,chi-square,True,0.191160774454949,0.995932860677463
101,300,1,normal,CS,0.246802290794987,1.23169780216588
101,300,1,normal,Naive,0.21308674159569,0.534891852491341
101,300,1,normal,RC,0.214407543545106,1.05174727551661
101,300,1,normal,True,0.163262011955212,1.13392940936779
102,100,0.5,chi-square,CS,-0.349126636697334,1.18488027493684
102,100,0.5,chi-square,Naive,-0.335405836603291,0.719223447772431
102,100,0.5,chi-square,RC,-0.409822802948886,0.924657223000699
102,100,0.5,chi-square,True,-0.424280739575699,1.29573853612608
102,100,0.5,normal,CS,0.312735697667588,0.733480918189958
102,100,0.5,normal,Naive,0.288530740380709,0.423675299247703
102,100,0.5,normal,RC,0.313940773532874,0.711068049836806
102,100,0.5,normal,True,0.41331010724994,0.856361627500093
102,100,1,chi-square,CS,-0.0283467466217725,0.521634693752653
102,100,1,chi-square,Naive,0.0241255029577819,0.238375416385352
102,100,1,chi-square,RC,-0.0334897361636199,0.466932950786764
102,100,1,chi-square,True,-0.0559690647401709,0.628551636681812
102,100,1,normal,CS,0.206880106618126,0.299928352129474
102,100,1,normal,Naive,0.187036329891035,0.169470274373412
102,100,1,normal,RC,0.205322636087298,0.297423500969247
102,100,1,normal,True,0.14565567342721,0.559867266254343
102,300,0.5,chi-square,CS,0.120350510011431,0.932920372193721
102,300,0.5,chi-square,Naive,0.102597652183582,0.566706050215794
102,300,0.5,chi-square,RC,0.0607240648369487,0.690843555597265
102,300,0.5,chi-square,True,0.0994414116592511,0.999621644525732
102,300,0.5,normal,CS,0.0428944797445449,1.06697130002684
102,300,0.5,normal,Naive,0.0414779320254617,0.707462997657249
102,300,0.5,normal,RC,0.0226911709557626,1.00073569638895
102,300,0.5,normal,True,0.035347050573559,1.10119422640119
102,300,1,chi-square,CS,0.0587032933938437,1.53376496881806
102,300,1,chi-square,Naive,0.0705754013669207,0.494977125419174
102,300,1,chi-square,RC,-0.0515428880290592,0.771856025979873
102,300,1,chi-square,True,0.10491753708825,1.18810908685822
102,300,1,normal,CS,0.0675283042018814,0.930162772089621
102,300,1,normal,Naive,0.0701321568335876,0.43441296585113
102,300,1,normal,RC,0.0701864988742587,0.900092673480787
102,300,1,normal,True,0.0904934334701362,0.820873831744813
103,100,0.5,chi-square,CS,0.165353957646235,0.865426619620255
103,100,0.5,chi-square,Naive,0.169398644243973,0.5807225242756
103,100,0.5,chi-square,RC,0.12310769648484,0.703942976479719
103,100,0.5,chi-square,True,0.158694075848337,1.09309608971751
103,100,0.5,normal,CS,0.0487419474904357,1.74978521209882
103,100,0.5,normal,Naive,0.0853530770006515,0.95370164873318
103,100,0.5,normal,RC,0.00717919646341239,1.57547159176862
103,100,0.5,normal,True,0.0702716546271967,1.71952342208627
103,100,1,chi-square,CS,0.627496391241299,2.73315608047724
103,100,1,chi-square,Naive,-0.0405123947834791,0.535346392609763
103,100,1,chi-square,RC,-0.0689832984543804,0.885518134299843
103,100,1,chi-square,True,-0.0573189707603373,1.12816626487445
103,100,1,normal,CS,-0.434208776063242,1.27375229105239
103,100,1,normal,Naive,-0.37950108966104,0.603107985259506
103,100,1,normal,RC,-0.460178257066625,1.36930441248046
103,100,1,normal,True,-0.265833413893951,1.06626986000098
103,300,0.5,chi-square,CS,-0.0398465062335385,0.738410466251884
103,300,0.5,chi-square,Naive,-0.0365326769489837,0.441230820066478
103,300,0.5,chi-square,RC,-0.0678967956000645,0.567549039424487
103,300,0.5,chi-square,True,-0.0448895288365359,0.725523495464561
103,300,0.5,normal,CS,0.172155691961117,0.948920483632523
103,300,0.5,normal,Naive,0.168933248080579,0.575789121639497
103,300,0.5,normal,RC,0.165884766882094,0.866565548747054
103,300,0.5,normal,True,0.182458672306145,1.02177189336716
103,300,1,chi-square,CS,0.0495070068047388,0.833713431922354
103,300,1,chi-square,Naive,0.0738876910770507,0.407946238723091
103,300,1,chi-square,RC,0.0260537759399207,0.52214202299294
103,300,1,chi-square,True,0.114425794378346,0.993737021694099
103,300,1,normal,CS,-0.0400057066572708,0.992396039746784
103,300,1,normal,Naive,-0.110720459929549,0.478309049761407
103,300,1,normal,RC,-0.0478472027971347,0.942474380796622
103,300,1,normal,True,-0.0914365985830148,0.8769615133981
104,100,0.5,chi-square,CS,-0.0977997671571453,1.02791100822622
104,100,0.5,chi-square,Naive,-0.0670586464589329,0.56968364937165
104,100,0.5,chi-square,RC,-0.122602602220372,0.716950421252799
104,100,0.5,chi-square,True,-0.0602151152658799,1.1861565067354
104,100,0.5,normal,CS,0.264050444207512,0.731173389470168
104,100,0.5,normal,Naive,0.262457898186644,0.48389057715402
104,100,0.5,normal,RC,0.264731260902388,0.697581935465425
104,100,0.5,normal,True,0.283735377252954,1.11141535685834
104,100,1,chi-square,CS,-0.53259647736324,1.28154849284641
104,100,1,chi-square,Naive,-0.333473464985613,0.463627714400517
104,100,1,chi-square,RC,-0.445059668129498,0.737145492475909
104,100,1,chi-square,True,-0.315049407478055,0.710645176948304
104,100,1,normal,CS,0.309738557243093,2.04755979327493
104,100,1,normal,Naive,-0.0279591613071751,0.669224081526041
104,100,1,normal,RC,0.19722081488233,1.632364396859
104,100,1,normal,True,0.0152184515014616,1.25315500306655
104,300,0.5,chi-square,CS,0.00510691712799526,0.976165344401102
104,300,0.5,chi-square,Naive,0.0192912551833408,0.604200004305421
104,300,0.5,chi-square,RC,-0.0452000146851303,0.81556537212756
104,300,0.5,chi-square,True,0.0480505332809661,0.86000846233905
104,300,0.5,normal,CS,-0.00476589584878976,0.793608160518975
104,300,0.5,normal,Naive,-0.0102194179205965,0.519340141120387
104,300,0.5,normal,RC,-0.000563723131029081,0.760378336798946
104,300,0.5,normal,True,0.08018591707752,0.883823780282722
104,300,1,chi-square,CS,-0.0383453329293661,0.733971518930268
104,300,1,chi-square,Naive,0.00266615282507697,0.347135355908192
104,300,1,chi-square,RC,-0.0501882382423484,0.534303164815887
104,300,1,chi-square,True,-0.0200874258062249,0.838078430305514
104,300,1,normal,CS,-0.0323874295650437,0.804403257016969
104,300,1,normal,Naive,-0.004678138243599,0.418906752090802
104,300,1,normal,RC,-0.0338634287075533,0.764875041280946
104,300,1,normal,True,-0.000468340336698985,0.926706361600943
105,100,0.5,chi-square,CS,-0.0725436727632133,0.766379481791396
105,100,0.5,chi-square,Naive,-0.026000434375856,0.514126522833952
105,100,0.5,chi-square,RC,-0.088020892288728,0.692266781938825
105,100,0.5,chi-square,True,-0.0805015766728375,0.984801484946983
105,100,0.5,normal,CS,-0.0513174969689889,1.31336310286305
105,100,0.5,normal,Naive,-0.0600165579255023,0.638517480401498
105,100,0.5,normal,RC,-0.00115274677219746,1.08669885803584
105,100,0.5,normal,True,-0.0170853688571734,0.911195199494829
105,100,1,chi-square,CS,-0.047829646490269,0.888588117407833
105,100,1,chi-square,Naive,-0.0386557333505425,0.510872987903259
105,100,1,chi-square,RC,-0.0934369092978134,0.756782116574704
105,100,1,chi-square,True,-0.130722761489534,1.00427870580492
105,100,1,normal,CS,0.484737971178959,1.89853111508475
105,100,1,normal,Naive,0.220307617976556,0.715595078156112
105,100,1,normal,RC,0.318233282863479,1.36334278867423
105,100,1,normal,True,0.108711599303118,1.09400925623179
105,300,0.5,chi-square,CS,-0.019755537418152,1.0282325693229
105,300,0.5,chi-square,Naive,0.00540358650344459,0.568068026300366
105,300,0.5,chi-square,RC,-0.0431615376075946,0.676882446252206
105,300,0.5,chi-square,True,0.0838297360155486,1.10959026766893
105,300,0.5,normal,CS,-0.0395869297244651,1.27479334940566
105,300,0.5,normal,Naive,-0.0946580971228225,0.686798951187037
105,300,0.5,normal,RC,-0.0605300832608267,1.15157762429281
105,300,0.5,normal,True,-0.0874096613546936,1.08401580009593
105,300,1,chi-square,CS,0.0977209699672148,1.18362723814752
105,300,1,chi-square,Naive,0.0102598961608737,0.482661002607305
105,300,1,chi-square,RC,-0.0384455440170847,0.694058027313887
105,300,1,chi-square,True,-0.0270999812718562,0.929726453950041
105,300,1,normal,CS,0.114262551137932,0.73278143496571
105,300,1,normal,Naive,0.181488551025983,0.341520390003048
105,300,1,normal,RC,0.105288501971918,0.698219498411387
105,300,1,normal,True,0.0848237650785157,0.962779527746382
106,100,0.5,chi-square,CS,0.11295681557416,1.47994678469993
106,100,0.5,chi-square,Naive,0.0479797053938163,0.733286601363596
106,100,0.5,chi-square,RC,-0.0113686562125066,0.909175507622873
106,100,0.5,chi-square,True,0.129298696129426,1.00746577944814
106,100,0.5,normal,CS,-5.53740234375,40.68232421875
106,100,0.5,normal,Naive,0.0738142634037577,1.16489681058719
106,100,0.5,normal,RC,-0.104109415432315,2.28811802461618
106,100,0.5,normal,True,0.119733849059675,1.87022766721544
106,100,1,chi-square,CS,0.153830440812864,1.47724549232415
106,100,1,chi-square,Naive,0.209466928957158,0.61252033325512
106,100,1,chi-square,RC,0.0349945361232684,0.945507902048736
106,100,1,chi-square,True,0.232355676740307,1.11861146132293
106,100,1,normal,CS,4.68955078125,26.85380859375
106,100,1,normal,Naive,0.204802573009304,0.735220867788831
106,100,1,normal,RC,0.144624773602607,1.87268666896746
106,100,1,normal,True,0.146740782413125,1.23356678167258
106,300,0.5,chi-square,CS,0.288535182569055,0.515752537839989
106,300,0.5,chi-square,Naive,0.283382161981184,0.331762777584928
106,300,0.5,chi-square,RC,0.271146654418006,0.459687601605959
106,300,0.5,chi-square,True,0.308472617037766,0.777774516492165
106,300,0.5,normal,CS,0.0774942840486655,0.823327816455484
106,300,0.5,normal,Naive,0.073401614738522,0.542754207200417
106,300,0.5,normal,RC,0.0733752872870954,0.784224451099099
106,300,0.5,normal,True,0.123150209328013,1.04352955069266
106,300,1,chi-square,CS,0.294492242444538,1.00499152570325
106,300,1,chi-square,Naive,0.226215100108992,0.460724865088229
106,300,1,chi-square,RC,0.180032347911085,0.70834527315409
106,300,1,chi-square,True,0.214265728981591,1.07280063956671
106,300,1,normal,CS,0.0595221469346557,0.972629624400457
106,300,1,normal,Naive,0.0660133951008368,0.494135131184585
106,300,1,normal,RC,0.0618673566278731,0.886808680741315
106,300,1,normal,True,0.0746358977137511,0.836669274673553
107,100,0.5,chi-square,CS,-0.318982096878952,0.745921558014192
107,100,0.5,chi-square,Naive,-0.323846395601079,0.518073370335043
107,100,0.5,chi-square,RC,-0.351933263936351,0.60191674399303
107,100,0.5,chi-square,True,-0.342402763508057,0.724989255685834
107,100,0.5,normal,CS,0.0452779671462845,1.30475806286026
107,100,0.5,normal,Naive,0.0524269949566631,0.803433401301092
107,100,0.5,normal,RC,0.0305859971994984,1.16789266380319
107,100,0.5,normal,True,0.0883787485541943,1.08382286886327
107,100,1,chi-square,CS,0.224536672440923,1.26573278530561
107,100,1,chi-square,Naive,0.180436480742308,0.477865160329606
107,100,1,chi-square,RC,0.13613904190605,0.965905597951738
107,100,1,chi-square,True,0.0973444127028775,1.25251844730566
107,100,1,normal,CS,-0.0334771168256833,0.185346710736151
107,100,1,normal,Naive,-0.0540822670409453,0.104975386754783
107,100,1,normal,RC,-0.0346753973817297,0.182540559894743
107,100,1,normal,True,-0.1011471642781,0.656570483953795
107,300,0.5,chi-square,CS,-0.0637031332967122,0.994397696338551
107,300,0.5,chi-square,Naive,-0.0704714769937219,0.611842548651116
107,300,0.5,chi-square,RC,-0.118607317095796,0.762994759748965
107,300,0.5,chi-square,True,-0.0146695880754868,1.37197934194301
107,300,0.5,normal,CS,-0.0734524318078149,1.20944447167994
107,300,0.5,normal,Naive,-0.0504877053919779,0.714729769929608
107,300,0.5,normal,RC,-0.059578714096067,1.11561646759413
107,300,0.5,normal,True,0.0114481048525109,0.992205651612696
107,300,1,chi-square,CS,0.237261485285449,1.98851349661695
107,300,1,chi-square,Naive,-0.082288731683506,0.580116422232675
107,300,1,chi-square,RC,-0.142336298850226,0.945577300293657
107,300,1,chi-square,True,-0.109735094601919,1.03038229074586
107,300,1,normal,CS,0.162340977754545,1.25428663781604
107,300,1,normal,Naive,0.132131269972449,0.576168484805532
107,300,1,normal,RC,0.0895803917063806,1.05875916464862
107,300,1,normal,True,0.116192503017438,1.09803652998852
108,100,0.5,chi-square,CS,0.110316388786221,0.862304370736072
108,100,0.5,chi-square,Naive,0.0735062296576981,0.507430704474908
108,100,0.5,chi-square,RC,0.0588500545355572,0.710332420794784
108,100,0.5,chi-square,True,0.0383002601752594,0.866611113761964
108,100,0.5,normal,CS,-0.082068388737494,0.930888022257956
108,100,0.5,normal,Naive,-0.108745696967954,0.598130530501809
108,100,0.5,normal,RC,-0.102364455117053,0.872405304657516
108,100,0.5,normal,True,-0.0200272215486689,0.705795979651063
108,100,1,chi-square,CS,0.442326782393528,3.64186554924491
108,100,1,chi-square,Naive,-0.135129960890053,0.631634207925356
108,100,1,chi-square,RC,-0.224994882187184,1.05144956684055
108,100,1,chi-square,True,-0.168711670064582,1.07720944888496
108,100,1,normal,CS,0.235000956015185,1.08237433892863
108,100,1,normal,Naive,0.148092060169799,0.438455063125937
108,100,1,normal,RC,0.165199575973287,0.986623447653571
108,100,1,normal,True,0.157357532816606,0.84825998481509
108,300,0.5,chi-square,CS,0.117248955866264,1.3263548832033
108,300,0.5,chi-square,Naive,0.0684844885649965,0.633633124734765
108,300,0.5,chi-square,RC,0.00986290769505608,0.809302870601449
108,300,0.5,chi-square,True,0.0658097375758896,0.895164040110466
108,300,0.5,normal,CS,-0.133057422900113,1.1033331374595
108,300,0.5,normal,Naive,-0.0908763476655009,0.733607901862002
108,300,0.5,normal,RC,-0.12936803248447,1.04920852904194
108,300,0.5,normal,True,-0.0574952481908819,1.06669899311108
108,300,1,chi-square,CS,0.148081233442938,0.855755681978527
108,300,1,chi-square,Naive,0.174192373841171,0.398440527281022
108,300,1,chi-square,RC,0.110047184125601,0.572831250891499
108,300,1,chi-square,True,0.210887475276839,1.21548998057802
108,300,1,normal,CS,-0.234009683564833,0.887969076331109
108,300,1,normal,Naive,-0.181892109735465,0.412645216309118
108,300,1,normal,RC,-0.221371821690236,0.840394299904196
108,300,1,normal,True,-0.178889283544498,0.9483942036913
109,100,0.5,chi-square,CS,0.0355272468938609,0.745021194561225
109,100,0.5,chi-square,Naive,0.0204880157363115,0.503666127051634
109,100,0.5,chi-square,RC,-0.0104480758057658,0.585875016404734
109,100,0.5,chi-square,True,-0.0855255546768352,0.839583249577421
109,100,0.5,normal,CS,-0.26032838236888,0.891888209015572
109,100,0.5,normal,Naive,-0.273588536041057,0.633728152376857
109,100,0.5,normal,RC,-0.23980246657626,0.814827573429233
109,100,0.5,normal,True,-0.265169056627818,0.96605446271251
109,100,1,chi-square,CS,-0.251587107501934,0.517583194735323
109,100,1,chi-square,Naive,-0.228075858079093,0.287496533802922
109,100,1,chi-square,RC,-0.267048873099912,0.451414491739992
109,100,1,chi-square,True,-0.188684678128746,0.964659943987149
109,100,1,normal,CS,-0.240888100129271,0.992867153190629
109,100,1,normal,Naive,-0.254833390681404,0.436573137173557
109,100,1,normal,RC,-0.201203115723812,0.878080536623141
109,100,1,normal,True,-0.180337246952269,0.682040883824481
109,300,0.5,chi-square,CS,0.243455657785727,0.966719526094778
109,300,0.5,chi-square,Naive,0.206724179061509,0.575170256984458
109,300,0.5,chi-square,RC,0.170720365053946,0.680104367519867
109,300,0.5,chi-square,True,0.193598716765758,0.831428536583843
109,300,0.5,normal,CS,-0.151410208371838,1.01799774719955
109,300,0.5,normal,Naive,-0.104876618022937,0.646915134703829
109,300,0.5,normal,RC,-0.131671251430539,0.966062964281092
109,300,0.5,normal,True,-0.0954044158162609,0.789298471572002
109,300,1,chi-square,CS,0.0194482995249335,0.950115588350086
109,300,1,chi-square,Naive,0.0472066489307414,0.48312473888019
109,300,1,chi-square,RC,-0.0461738909694873,0.649563859238564
109,300,1,chi-square,True,0.0638593423527307,0.955617149237334
109,300,1,normal,CS,-0.250110801279495,0.85919842047567
109,300,1,normal,Naive,-0.235874334032533,0.405928025635922
109,300,1,normal,RC,-0.243520570156147,0.824408933896248
109,300,1,normal,True,-0.270569405695841,0.980889077234261
110,100,0.5,chi-square,CS,-0.237126913222351,2.36973749065877
110,100,0.5,chi-square,Naive,-0.300709330540121,0.664525149400677
110,100,0.5,chi-square,RC,-0.338801847472466,0.97457888362609
